Index: 736 | Bright Bodies: 22

Size: 31 | Area: 2296952.0 | Centroid: (40.2782 , 31.298872)
Size: 25 | Area: 1588151.5 | Centroid: (14.519152 , 42.20861)
Size: 17 | Area: 882322.9 | Centroid: (0.36486074 , 7.859416)
Size: 8 | Area: 249281.86 | Centroid: (15.444563 , 48.880733)
Size: 14 | Area: 194822.56 | Centroid: (9.546892 , 36.61526)
Size: 7 | Area: 68303.83 | Centroid: (23.210323 , 13.032836)
Size: 6 | Area: 58419.84 | Centroid: (28.33204 , 25.153238)
Size: 5 | Area: 46514.715 | Centroid: (12.318095 , 16.22627)
Size: 5 | Area: 37533.89 | Centroid: (3.2022383 , 35.17208)
Size: 5 | Area: 34391.984 | Centroid: (41.38179 , 38.37823)
Size: 2 | Area: 17015.176 | Centroid: (26.674997 , 35.000004)
Size: 3 | Area: 13096.915 | Centroid: (44.76318 , 21.601784)
Size: 2 | Area: 11637.084 | Centroid: (6.275333 , 49.0)
Size: 3 | Area: 9646.71 | Centroid: (43.02427 , 49.0)
Size: 2 | Area: 9021.418 | Centroid: (20.999998 , 45.337658)
Size: 2 | Area: 8869.941 | Centroid: (30.999996 , 28.536535)
Size: 2 | Area: 6788.4463 | Centroid: (0.0 , 14.470679)
Size: 2 | Area: 6408.7217 | Centroid: (48.000004 , 42.462074)
Size: 1 | Area: 4923.41 | Centroid: (43.0 , 9.0)
Size: 1 | Area: 3497.345 | Centroid: (30.0 , 12.0)
Size: 1 | Area: 3390.7625 | Centroid: (41.999996 , 19.0)
Size: 1 | Area: 3021.8533 | Centroid: (14.0 , 0.0)
