Index: 461 | Bright Bodies: 21

Size: 30 | Area: 2296443.2 | Centroid: (40.171017 , 31.38268)
Size: 26 | Area: 1582895.6 | Centroid: (14.440285 , 42.28199)
Size: 19 | Area: 816512.75 | Centroid: (0.35329756 , 7.9473243)
Size: 8 | Area: 233348.66 | Centroid: (15.296899 , 48.888496)
Size: 15 | Area: 194739.72 | Centroid: (9.443289 , 36.64425)
Size: 7 | Area: 65862.58 | Centroid: (23.143373 , 13.067504)
Size: 5 | Area: 53581.07 | Centroid: (28.265278 , 25.250471)
Size: 4 | Area: 41857.227 | Centroid: (12.250261 , 16.333088)
Size: 5 | Area: 36122.293 | Centroid: (3.0665874 , 35.260075)
Size: 5 | Area: 33599.18 | Centroid: (41.345848 , 38.395767)
Size: 3 | Area: 19403.992 | Centroid: (26.660986 , 35.14209)
Size: 4 | Area: 15287.631 | Centroid: (44.572945 , 21.510199)
Size: 2 | Area: 10594.314 | Centroid: (6.261121 , 49.0)
Size: 2 | Area: 8605.412 | Centroid: (21.0 , 45.359287)
Size: 2 | Area: 8579.575 | Centroid: (31.000002 , 28.55012)
Size: 2 | Area: 6353.078 | Centroid: (48.0 , 42.491405)
Size: 2 | Area: 5700.6514 | Centroid: (0.0 , 14.51096)
Size: 1 | Area: 4369.591 | Centroid: (43.0 , 9.0)
Size: 1 | Area: 3410.484 | Centroid: (42.0 , 48.999996)
Size: 1 | Area: 3252.9763 | Centroid: (30.0 , 12.0)
Size: 1 | Area: 2941.9565 | Centroid: (42.0 , 19.0)
