Index: 1520 | Bright Bodies: 21

Size: 30 | Area: 2298269.2 | Centroid: (39.68377 , 31.796038)
Size: 28 | Area: 1596536.2 | Centroid: (14.00435 , 42.694736)
Size: 15 | Area: 481903.16 | Centroid: (0.2821732 , 8.1915455)
Size: 11 | Area: 189037.3 | Centroid: (8.983609 , 37.170914)
Size: 8 | Area: 97380.01 | Centroid: (15.308408 , 48.866016)
Size: 5 | Area: 64673.266 | Centroid: (22.544502 , 13.56111)
Size: 7 | Area: 60694.336 | Centroid: (27.816156 , 25.72815)
Size: 5 | Area: 46565.895 | Centroid: (11.6554575 , 16.654968)
Size: 4 | Area: 38256.242 | Centroid: (2.4096293 , 35.652298)
Size: 4 | Area: 29960.625 | Centroid: (41.238598 , 38.768063)
Size: 4 | Area: 25287.586 | Centroid: (26.296255 , 35.559174)
Size: 2 | Area: 11963.986 | Centroid: (44.23101 , 21.999998)
Size: 2 | Area: 9385.204 | Centroid: (20.47631 , 46.0)
Size: 2 | Area: 9008.114 | Centroid: (30.56344 , 29.000002)
Size: 2 | Area: 6238.5713 | Centroid: (39.000004 , 38.52429)
Size: 1 | Area: 4873.448 | Centroid: (48.0 , 43.0)
Size: 1 | Area: 4226.0757 | Centroid: (42.0 , 9.0)
Size: 1 | Area: 3498.3381 | Centroid: (41.0 , 20.0)
Size: 1 | Area: 2909.1406 | Centroid: (15.0 , 25.0)
Size: 1 | Area: 2808.417 | Centroid: (30.0 , 13.0)
Size: 1 | Area: 2738.9365 | Centroid: (18.0 , 19.0)
