Index: 1805 | Bright Bodies: 21

Size: 31 | Area: 2304796.5 | Centroid: (39.791084 , 31.767973)
Size: 26 | Area: 1589069.8 | Centroid: (14.125626 , 42.62384)
Size: 15 | Area: 546712.25 | Centroid: (0.2939696 , 8.149113)
Size: 12 | Area: 192108.2 | Centroid: (9.080994 , 37.071667)
Size: 8 | Area: 128558.41 | Centroid: (15.317621 , 48.88121)
Size: 6 | Area: 67074.9 | Centroid: (22.696573 , 13.522154)
Size: 6 | Area: 58678.48 | Centroid: (27.920387 , 25.623518)
Size: 5 | Area: 46683.066 | Centroid: (11.760968 , 16.607174)
Size: 4 | Area: 38112.215 | Centroid: (2.4850206 , 35.60135)
Size: 4 | Area: 31209.531 | Centroid: (41.275017 , 38.73769)
Size: 4 | Area: 25570.57 | Centroid: (26.339151 , 35.50316)
Size: 2 | Area: 12164.739 | Centroid: (44.277065 , 21.999998)
Size: 3 | Area: 11825.135 | Centroid: (20.668577 , 45.762386)
Size: 2 | Area: 9031.358 | Centroid: (30.662304 , 29.000002)
Size: 2 | Area: 7176.6406 | Centroid: (42.44479 , 9.000001)
Size: 1 | Area: 5383.5996 | Centroid: (48.0 , 43.0)
Size: 1 | Area: 3221.1445 | Centroid: (39.0 , 38.0)
Size: 1 | Area: 3081.1106 | Centroid: (41.0 , 20.0)
Size: 1 | Area: 3053.341 | Centroid: (15.0 , 24.999998)
Size: 1 | Area: 2991.3499 | Centroid: (29.999998 , 13.0)
Size: 1 | Area: 2948.5427 | Centroid: (6.0 , 49.0)
