Index: 1905 | Bright Bodies: 20

Size: 33 | Area: 2313177.0 | Centroid: (39.892586 , 31.712803)
Size: 26 | Area: 1589641.4 | Centroid: (14.21186 , 42.571785)
Size: 15 | Area: 606424.3 | Centroid: (0.30165768 , 8.099377)
Size: 13 | Area: 195246.44 | Centroid: (9.191708 , 36.964783)
Size: 8 | Area: 153809.47 | Centroid: (15.330691 , 48.89108)
Size: 6 | Area: 66808.82 | Centroid: (22.791656 , 13.482385)
Size: 6 | Area: 59134.375 | Centroid: (28.00357 , 25.58913)
Size: 6 | Area: 49783.195 | Centroid: (11.920405 , 16.596813)
Size: 5 | Area: 40628.234 | Centroid: (2.6611533 , 35.522232)
Size: 4 | Area: 31797.465 | Centroid: (41.310837 , 38.713837)
Size: 4 | Area: 25562.656 | Centroid: (26.380545 , 35.46374)
Size: 2 | Area: 12238.819 | Centroid: (44.324757 , 22.0)
Size: 3 | Area: 11813.396 | Centroid: (20.732769 , 45.731308)
Size: 2 | Area: 7382.272 | Centroid: (42.521893 , 9.0)
Size: 1 | Area: 6667.2715 | Centroid: (31.0 , 29.0)
Size: 1 | Area: 5555.4673 | Centroid: (48.0 , 43.0)
Size: 1 | Area: 3324.1162 | Centroid: (6.0 , 48.999996)
Size: 1 | Area: 3253.4756 | Centroid: (39.0 , 38.0)
Size: 1 | Area: 3021.8708 | Centroid: (15.0 , 25.0)
Size: 1 | Area: 3016.1404 | Centroid: (30.0 , 13.0)
