Index: 1095 | Bright Bodies: 19

Size: 33 | Area: 2310025.0 | Centroid: (39.90287 , 31.659376)
Size: 26 | Area: 1584220.5 | Centroid: (14.218732 , 42.49159)
Size: 15 | Area: 612698.75 | Centroid: (0.29622644 , 8.055459)
Size: 14 | Area: 196199.08 | Centroid: (9.181351 , 36.878662)
Size: 8 | Area: 171910.39 | Centroid: (15.288586 , 48.89473)
Size: 8 | Area: 71385.78 | Centroid: (22.858686 , 13.304815)
Size: 6 | Area: 57987.36 | Centroid: (28.013615 , 25.522547)
Size: 6 | Area: 48942.723 | Centroid: (11.930058 , 16.532515)
Size: 4 | Area: 36916.07 | Centroid: (2.573394 , 35.485977)
Size: 4 | Area: 31495.672 | Centroid: (41.316563 , 38.66049)
Size: 4 | Area: 24646.65 | Centroid: (26.384247 , 35.39603)
Size: 2 | Area: 11513.229 | Centroid: (44.336815 , 21.999998)
Size: 3 | Area: 11172.587 | Centroid: (20.753033 , 45.67566)
Size: 2 | Area: 7242.337 | Centroid: (42.53702 , 9.0)
Size: 1 | Area: 6379.848 | Centroid: (31.0 , 29.0)
Size: 1 | Area: 5081.7495 | Centroid: (48.0 , 43.0)
Size: 1 | Area: 3871.743 | Centroid: (6.0 , 49.0)
Size: 1 | Area: 3340.134 | Centroid: (39.0 , 38.0)
Size: 1 | Area: 2861.011 | Centroid: (41.0 , 19.0)
