Index: 877 | Bright Bodies: 20

Size: 29 | Area: 2282897.5 | Centroid: (39.548958 , 31.782661)
Size: 29 | Area: 1599219.2 | Centroid: (13.827974 , 42.727165)
Size: 16 | Area: 404570.4 | Centroid: (0.26274443 , 8.273702)
Size: 12 | Area: 189633.06 | Centroid: (8.836403 , 37.17148)
Size: 8 | Area: 87004.77 | Centroid: (15.102619 , 48.894737)
Size: 5 | Area: 64214.062 | Centroid: (22.395344 , 13.660294)
Size: 6 | Area: 58358.496 | Centroid: (27.6184 , 25.733747)
Size: 5 | Area: 46661.86 | Centroid: (11.47052 , 16.78364)
Size: 4 | Area: 38045.484 | Centroid: (2.3290775 , 35.652504)
Size: 7 | Area: 37698.758 | Centroid: (40.716396 , 38.751842)
Size: 4 | Area: 24123.887 | Centroid: (26.247377 , 35.56229)
Size: 2 | Area: 9292.474 | Centroid: (20.376406 , 46.0)
Size: 1 | Area: 9233.19 | Centroid: (44.0 , 22.0)
Size: 2 | Area: 8804.244 | Centroid: (30.434505 , 29.0)
Size: 2 | Area: 7012.4053 | Centroid: (47.55246 , 43.0)
Size: 1 | Area: 4558.3467 | Centroid: (42.0 , 9.0)
Size: 1 | Area: 3582.869 | Centroid: (41.0 , 20.0)
Size: 1 | Area: 2732.6562 | Centroid: (18.0 , 19.0)
Size: 1 | Area: 2647.8772 | Centroid: (10.0 , 27.000002)
Size: 1 | Area: 2579.215 | Centroid: (28.999998 , 13.0)
