Index: 2179 | Bright Bodies: 19

Size: 29 | Area: 2297408.0 | Centroid: (39.619473 , 31.842749)
Size: 28 | Area: 1604566.4 | Centroid: (13.924301 , 42.779686)
Size: 15 | Area: 450072.28 | Centroid: (0.2808769 , 8.26251)
Size: 10 | Area: 188069.75 | Centroid: (8.926036 , 37.22855)
Size: 7 | Area: 81630.53 | Centroid: (15.331053 , 48.88026)
Size: 6 | Area: 68505.984 | Centroid: (22.52445 , 13.686332)
Size: 6 | Area: 59499.273 | Centroid: (27.698555 , 25.7746)
Size: 6 | Area: 50391.99 | Centroid: (11.623354 , 16.781614)
Size: 7 | Area: 39704.562 | Centroid: (40.88909 , 39.06427)
Size: 4 | Area: 38709.758 | Centroid: (2.3704054 , 35.702347)
Size: 4 | Area: 25644.09 | Centroid: (26.280783 , 35.6201)
Size: 2 | Area: 10103.656 | Centroid: (20.428698 , 46.000004)
Size: 1 | Area: 9311.545 | Centroid: (44.0 , 22.0)
Size: 2 | Area: 9076.131 | Centroid: (30.499277 , 28.999998)
Size: 1 | Area: 4602.115 | Centroid: (48.0 , 43.0)
Size: 1 | Area: 4314.113 | Centroid: (42.0 , 9.0)
Size: 1 | Area: 4154.443 | Centroid: (41.0 , 20.0)
Size: 1 | Area: 2979.1504 | Centroid: (15.000001 , 25.0)
Size: 1 | Area: 2906.8845 | Centroid: (30.000002 , 13.0)
