Index: 1053 | Bright Bodies: 19

Size: 33 | Area: 2309799.0 | Centroid: (39.883102 , 31.674456)
Size: 26 | Area: 1584526.6 | Centroid: (14.20063 , 42.507164)
Size: 15 | Area: 599994.0 | Centroid: (0.29415342 , 8.067878)
Size: 14 | Area: 195922.3 | Centroid: (9.165127 , 36.89268)
Size: 8 | Area: 166355.95 | Centroid: (15.280839 , 48.894222)
Size: 8 | Area: 71337.28 | Centroid: (22.838375 , 13.317486)
Size: 6 | Area: 57922.945 | Centroid: (27.996235 , 25.532288)
Size: 6 | Area: 48882.586 | Centroid: (11.910976 , 16.54175)
Size: 4 | Area: 37018.203 | Centroid: (2.5577614 , 35.49715)
Size: 4 | Area: 31371.557 | Centroid: (41.308636 , 38.667618)
Size: 4 | Area: 24797.195 | Centroid: (26.375591 , 35.406178)
Size: 2 | Area: 11508.927 | Centroid: (44.32565 , 22.0)
Size: 3 | Area: 11179.501 | Centroid: (20.739782 , 45.685524)
Size: 2 | Area: 7211.2354 | Centroid: (42.52074 , 9.0)
Size: 1 | Area: 6189.69 | Centroid: (31.0 , 29.000002)
Size: 1 | Area: 5070.184 | Centroid: (48.0 , 43.0)
Size: 1 | Area: 3737.8875 | Centroid: (6.0 , 49.0)
Size: 1 | Area: 3335.9856 | Centroid: (39.0 , 38.0)
Size: 1 | Area: 2819.684 | Centroid: (41.0 , 19.0)
