Index: 272 | Bright Bodies: 21

Size: 30 | Area: 2295761.5 | Centroid: (40.22896 , 31.35118)
Size: 27 | Area: 1587707.0 | Centroid: (14.494971 , 42.244858)
Size: 19 | Area: 856732.2 | Centroid: (0.3681347 , 7.895555)
Size: 8 | Area: 244434.2 | Centroid: (15.3361845 , 48.885044)
Size: 15 | Area: 194236.0 | Centroid: (9.500611 , 36.608715)
Size: 7 | Area: 66191.85 | Centroid: (23.179964 , 13.038688)
Size: 5 | Area: 53557.688 | Centroid: (28.290184 , 25.218168)
Size: 5 | Area: 44884.1 | Centroid: (12.254897 , 16.225101)
Size: 6 | Area: 39021.516 | Centroid: (3.0956502 , 35.1564)
Size: 5 | Area: 33324.777 | Centroid: (41.377888 , 38.365593)
Size: 2 | Area: 16463.209 | Centroid: (26.648773 , 35.0)
Size: 3 | Area: 12464.553 | Centroid: (44.743965 , 21.57708)
Size: 2 | Area: 11275.564 | Centroid: (6.273906 , 49.000004)
Size: 2 | Area: 8485.774 | Centroid: (21.0 , 45.337563)
Size: 2 | Area: 8397.365 | Centroid: (30.999998 , 28.521765)
Size: 2 | Area: 6284.829 | Centroid: (0.0 , 14.503917)
Size: 2 | Area: 6068.3447 | Centroid: (48.000004 , 42.46959)
Size: 1 | Area: 4315.42 | Centroid: (43.0 , 9.0)
Size: 1 | Area: 3838.0698 | Centroid: (42.0 , 49.0)
Size: 1 | Area: 3223.4912 | Centroid: (30.0 , 12.0)
Size: 1 | Area: 3147.779 | Centroid: (42.0 , 19.0)
