Index: 611 | Bright Bodies: 22

Size: 31 | Area: 2297458.2 | Centroid: (40.1828 , 31.361792)
Size: 27 | Area: 1585083.5 | Centroid: (14.444313 , 42.267403)
Size: 16 | Area: 814956.6 | Centroid: (0.33540657 , 7.932624)
Size: 8 | Area: 234869.89 | Centroid: (15.37434 , 48.88838)
Size: 14 | Area: 194842.97 | Centroid: (9.450194 , 36.669205)
Size: 7 | Area: 67507.125 | Centroid: (23.154852 , 13.073583)
Size: 5 | Area: 55273.387 | Centroid: (28.31041 , 25.264523)
Size: 4 | Area: 43363.77 | Centroid: (12.242299 , 16.34478)
Size: 5 | Area: 37233.613 | Centroid: (3.0702732 , 35.26956)
Size: 5 | Area: 34462.89 | Centroid: (41.331184 , 38.42452)
Size: 3 | Area: 20193.46 | Centroid: (26.647682 , 35.153675)
Size: 4 | Area: 15893.129 | Centroid: (44.562534 , 21.549074)
Size: 2 | Area: 10403.102 | Centroid: (6.270289 , 49.0)
Size: 2 | Area: 9123.311 | Centroid: (21.0 , 45.37816)
Size: 2 | Area: 9005.26 | Centroid: (31.000002 , 28.586893)
Size: 2 | Area: 6767.256 | Centroid: (48.0 , 42.50756)
Size: 1 | Area: 4936.6753 | Centroid: (43.0 , 9.0)
Size: 1 | Area: 3467.6924 | Centroid: (30.0 , 12.0)
Size: 1 | Area: 3130.1985 | Centroid: (0.0 , 14.0)
Size: 1 | Area: 2981.7842 | Centroid: (13.999999 , 0.0)
Size: 1 | Area: 2962.6323 | Centroid: (42.0 , 19.0)
Size: 1 | Area: 2939.0398 | Centroid: (44.0 , 49.0)
