Index: 2022 | Bright Bodies: 20

Size: 30 | Area: 2303533.2 | Centroid: (39.71026 , 31.816425)
Size: 28 | Area: 1599967.4 | Centroid: (14.036673 , 42.71101)
Size: 15 | Area: 499321.28 | Centroid: (0.28823254 , 8.197215)
Size: 11 | Area: 190679.25 | Centroid: (9.002812 , 37.185616)
Size: 8 | Area: 96197.664 | Centroid: (15.349096 , 48.86084)
Size: 5 | Area: 65144.574 | Centroid: (22.57032 , 13.573017)
Size: 7 | Area: 61547.85 | Centroid: (27.847748 , 25.739737)
Size: 5 | Area: 46983.875 | Centroid: (11.68404 , 16.661943)
Size: 4 | Area: 38591.055 | Centroid: (2.4265962 , 35.66561)
Size: 4 | Area: 30551.438 | Centroid: (41.249474 , 38.771027)
Size: 4 | Area: 25885.857 | Centroid: (26.310137 , 35.57392)
Size: 2 | Area: 12292.047 | Centroid: (44.24561 , 22.0)
Size: 2 | Area: 9729.711 | Centroid: (20.497808 , 46.0)
Size: 2 | Area: 9080.004 | Centroid: (30.587238 , 29.000002)
Size: 2 | Area: 6430.588 | Centroid: (39.0 , 38.53717)
Size: 1 | Area: 5179.2393 | Centroid: (48.0 , 43.0)
Size: 1 | Area: 4195.655 | Centroid: (42.0 , 9.0)
Size: 1 | Area: 3693.3123 | Centroid: (41.0 , 20.0)
Size: 1 | Area: 3154.4907 | Centroid: (15.0 , 25.0)
Size: 1 | Area: 3105.5706 | Centroid: (30.0 , 13.0)
