Index: 1676 | Bright Bodies: 20

Size: 28 | Area: 2292980.2 | Centroid: (39.650856 , 31.807674)
Size: 28 | Area: 1597756.0 | Centroid: (13.967646 , 42.72528)
Size: 15 | Area: 464049.22 | Centroid: (0.280223 , 8.212702)
Size: 10 | Area: 186690.05 | Centroid: (8.937285 , 37.185867)
Size: 7 | Area: 88677.28 | Centroid: (15.321635 , 48.88733)
Size: 6 | Area: 67711.21 | Centroid: (22.538746 , 13.643407)
Size: 6 | Area: 58266.934 | Centroid: (27.7258 , 25.739079)
Size: 6 | Area: 49427.93 | Centroid: (11.644648 , 16.748684)
Size: 7 | Area: 38875.94 | Centroid: (40.773815 , 38.756435)
Size: 4 | Area: 38376.363 | Centroid: (2.3879628 , 35.67431)
Size: 4 | Area: 25265.744 | Centroid: (26.285627 , 35.58404)
Size: 2 | Area: 9629.574 | Centroid: (20.448988 , 46.0)
Size: 1 | Area: 9289.095 | Centroid: (44.0 , 22.0)
Size: 2 | Area: 8901.412 | Centroid: (30.529257 , 29.0)
Size: 1 | Area: 4715.41 | Centroid: (48.0 , 43.0)
Size: 1 | Area: 4293.1167 | Centroid: (42.0 , 9.0)
Size: 1 | Area: 3782.6284 | Centroid: (41.0 , 20.0)
Size: 1 | Area: 2895.213 | Centroid: (15.000001 , 25.0)
Size: 1 | Area: 2790.925 | Centroid: (30.0 , 13.000001)
Size: 1 | Area: 2757.63 | Centroid: (18.0 , 19.0)
