Index: 1045 | Bright Bodies: 19

Size: 31 | Area: 2300111.8 | Centroid: (40.084026 , 31.500862)
Size: 27 | Area: 1587038.6 | Centroid: (14.373026 , 42.365047)
Size: 15 | Area: 742060.94 | Centroid: (0.3148168 , 7.9901476)
Size: 8 | Area: 208936.36 | Centroid: (15.356991 , 48.893353)
Size: 14 | Area: 196132.69 | Centroid: (9.348304 , 36.767056)
Size: 8 | Area: 71162.63 | Centroid: (23.02846 , 13.20128)
Size: 4 | Area: 52330.965 | Centroid: (28.240467 , 25.420279)
Size: 5 | Area: 45833.92 | Centroid: (12.136703 , 16.465797)
Size: 6 | Area: 41022.55 | Centroid: (2.9083025 , 35.395023)
Size: 6 | Area: 37376.09 | Centroid: (41.108517 , 38.48263)
Size: 4 | Area: 23693.86 | Centroid: (26.49742 , 35.31073)
Size: 4 | Area: 16255.352 | Centroid: (44.48115 , 21.63884)
Size: 2 | Area: 9186.701 | Centroid: (21.000002 , 45.479725)
Size: 2 | Area: 9109.014 | Centroid: (31.000002 , 28.684317)
Size: 1 | Area: 5598.8354 | Centroid: (6.0 , 49.0)
Size: 1 | Area: 4901.995 | Centroid: (43.0 , 9.0)
Size: 1 | Area: 4403.632 | Centroid: (48.0 , 43.0)
Size: 1 | Area: 3198.8696 | Centroid: (30.0 , 12.000001)
Size: 1 | Area: 2958.201 | Centroid: (0.0 , 14.0)
