Index: 1754 | Bright Bodies: 21

Size: 33 | Area: 2311618.8 | Centroid: (39.8486 , 31.740332)
Size: 26 | Area: 1587945.2 | Centroid: (14.172898 , 42.59405)
Size: 15 | Area: 577526.56 | Centroid: (0.29756886 , 8.121975)
Size: 12 | Area: 192086.36 | Centroid: (9.129979 , 36.98532)
Size: 8 | Area: 144861.7 | Centroid: (15.31787 , 48.889946)
Size: 6 | Area: 67131.695 | Centroid: (22.74681 , 13.498262)
Size: 6 | Area: 58735.312 | Centroid: (27.96672 , 25.604818)
Size: 6 | Area: 49483.586 | Centroid: (11.878911 , 16.611778)
Size: 4 | Area: 37804.293 | Centroid: (2.5236402 , 35.57931)
Size: 4 | Area: 31512.135 | Centroid: (41.29293 , 38.726357)
Size: 4 | Area: 25488.332 | Centroid: (26.36002 , 35.478733)
Size: 2 | Area: 12246.502 | Centroid: (44.300037 , 21.999998)
Size: 3 | Area: 11757.5 | Centroid: (20.704367 , 45.746384)
Size: 2 | Area: 7267.8086 | Centroid: (42.48431 , 9.0)
Size: 1 | Area: 6400.7886 | Centroid: (31.000002 , 29.000002)
Size: 1 | Area: 5493.8496 | Centroid: (48.0 , 43.0)
Size: 1 | Area: 3240.8586 | Centroid: (39.0 , 38.0)
Size: 1 | Area: 3107.709 | Centroid: (6.0 , 49.0)
Size: 1 | Area: 3023.0068 | Centroid: (15.0 , 25.0)
Size: 1 | Area: 2983.0642 | Centroid: (30.000002 , 13.0)
Size: 1 | Area: 2853.3958 | Centroid: (41.0 , 20.0)
