Index: 1759 | Bright Bodies: 19

Size: 28 | Area: 2288122.5 | Centroid: (39.571014 , 31.828222)
Size: 28 | Area: 1600247.1 | Centroid: (13.854969 , 42.809864)
Size: 15 | Area: 419477.0 | Centroid: (0.27213514 , 8.27566)
Size: 11 | Area: 189286.28 | Centroid: (8.867999 , 37.253304)
Size: 7 | Area: 77429.55 | Centroid: (15.301131 , 48.882927)
Size: 6 | Area: 68069.92 | Centroid: (22.483896 , 13.700278)
Size: 6 | Area: 58901.402 | Centroid: (27.64712 , 25.787766)
Size: 6 | Area: 49804.656 | Centroid: (11.575343 , 16.794645)
Size: 7 | Area: 38817.242 | Centroid: (40.863556 , 39.06678)
Size: 4 | Area: 38290.78 | Centroid: (2.3385303 , 35.714096)
Size: 4 | Area: 24987.273 | Centroid: (26.258257 , 35.6329)
Size: 2 | Area: 9931.199 | Centroid: (20.388008 , 46.0)
Size: 1 | Area: 9260.108 | Centroid: (44.0 , 22.0)
Size: 2 | Area: 8847.968 | Centroid: (30.451515 , 29.000002)
Size: 2 | Area: 7214.6836 | Centroid: (47.573254 , 42.999996)
Size: 2 | Area: 7097.8906 | Centroid: (42.0 , 9.39547)
Size: 1 | Area: 4098.844 | Centroid: (41.0 , 20.0)
Size: 1 | Area: 2832.0686 | Centroid: (29.0 , 13.0)
Size: 1 | Area: 2744.0305 | Centroid: (10.0 , 26.999998)
