Index: 2064 | Bright Bodies: 21

Size: 34 | Area: 2316677.2 | Centroid: (39.84311 , 31.749327)
Size: 26 | Area: 1592712.5 | Centroid: (14.165206 , 42.610462)
Size: 15 | Area: 576184.0 | Centroid: (0.2992263 , 8.134546)
Size: 12 | Area: 193067.12 | Centroid: (9.13021 , 36.997025)
Size: 8 | Area: 138839.39 | Centroid: (15.321037 , 48.8839)
Size: 6 | Area: 67414.164 | Centroid: (22.742203 , 13.510917)
Size: 6 | Area: 59225.75 | Centroid: (27.957438 , 25.612705)
Size: 6 | Area: 49877.363 | Centroid: (11.87138 , 16.618166)
Size: 4 | Area: 38110.734 | Centroid: (2.5189831 , 35.589256)
Size: 4 | Area: 31608.828 | Centroid: (41.293545 , 38.726696)
Size: 4 | Area: 25688.736 | Centroid: (26.361164 , 35.4931)
Size: 2 | Area: 12306.514 | Centroid: (44.302513 , 22.0)
Size: 3 | Area: 11970.439 | Centroid: (20.69927 , 45.752308)
Size: 2 | Area: 7347.75 | Centroid: (42.480427 , 9.000001)
Size: 1 | Area: 6267.962 | Centroid: (30.999998 , 29.0)
Size: 1 | Area: 5517.2534 | Centroid: (48.0 , 43.0)
Size: 1 | Area: 3272.349 | Centroid: (39.0 , 38.0)
Size: 1 | Area: 3124.922 | Centroid: (30.0 , 13.0)
Size: 1 | Area: 3113.4802 | Centroid: (15.0 , 25.0)
Size: 1 | Area: 3104.3674 | Centroid: (6.0 , 49.0)
Size: 1 | Area: 3002.278 | Centroid: (41.0 , 20.0)
