Index: 433 | Bright Bodies: 20

Size: 32 | Area: 2301953.5 | Centroid: (40.095303 , 31.466234)
Size: 26 | Area: 1575826.9 | Centroid: (14.375298 , 42.33488)
Size: 19 | Area: 766112.3 | Centroid: (0.34273225 , 8.011232)
Size: 8 | Area: 218098.08 | Centroid: (15.245397 , 48.891872)
Size: 15 | Area: 194836.0 | Centroid: (9.373978 , 36.69251)
Size: 8 | Area: 68290.38 | Centroid: (23.038137 , 13.150147)
Size: 5 | Area: 52931.34 | Centroid: (28.241917 , 25.291605)
Size: 5 | Area: 43943.703 | Centroid: (12.148719 , 16.341442)
Size: 6 | Area: 39222.19 | Centroid: (2.9287832 , 35.339993)
Size: 5 | Area: 33694.668 | Centroid: (41.30802 , 38.434902)
Size: 3 | Area: 19539.121 | Centroid: (26.620605 , 35.151024)
Size: 4 | Area: 15412.851 | Centroid: (44.51766 , 21.54956)
Size: 2 | Area: 8563.584 | Centroid: (31.000002 , 28.584959)
Size: 2 | Area: 8543.432 | Centroid: (21.0 , 45.390026)
Size: 1 | Area: 7101.6523 | Centroid: (6.0 , 49.0)
Size: 2 | Area: 6561.79 | Centroid: (48.000004 , 42.526447)
Size: 1 | Area: 4291.2485 | Centroid: (43.0 , 9.0)
Size: 1 | Area: 3168.8428 | Centroid: (30.0 , 12.0)
Size: 1 | Area: 2971.6243 | Centroid: (42.0 , 49.0)
Size: 1 | Area: 2682.6216 | Centroid: (42.0 , 19.0)
