Index: 1628 | Bright Bodies: 21

Size: 31 | Area: 2302055.8 | Centroid: (39.684956 , 31.787111)
Size: 28 | Area: 1596602.4 | Centroid: (14.003352 , 42.688213)
Size: 15 | Area: 481443.4 | Centroid: (0.28286278 , 8.181688)
Size: 11 | Area: 189280.47 | Centroid: (8.982796 , 37.123222)
Size: 8 | Area: 99386.766 | Centroid: (15.310286 , 48.86544)
Size: 5 | Area: 64627.285 | Centroid: (22.543064 , 13.5576515)
Size: 7 | Area: 60864.992 | Centroid: (27.815458 , 25.724686)
Size: 5 | Area: 46626.22 | Centroid: (11.654247 , 16.65151)
Size: 4 | Area: 38283.332 | Centroid: (2.4081538 , 35.648758)
Size: 4 | Area: 30092.55 | Centroid: (41.239365 , 38.76452)
Size: 4 | Area: 25306.309 | Centroid: (26.296207 , 35.555496)
Size: 2 | Area: 12032.217 | Centroid: (44.231594 , 21.999998)
Size: 2 | Area: 9400.705 | Centroid: (20.473717 , 46.0)
Size: 2 | Area: 8888.142 | Centroid: (30.560822 , 29.0)
Size: 2 | Area: 6281.4893 | Centroid: (39.0 , 38.520554)
Size: 1 | Area: 4881.821 | Centroid: (48.0 , 43.0)
Size: 1 | Area: 4274.899 | Centroid: (42.0 , 9.0)
Size: 1 | Area: 3546.5159 | Centroid: (41.0 , 20.0)
Size: 1 | Area: 2922.275 | Centroid: (15.000001 , 25.0)
Size: 1 | Area: 2805.8113 | Centroid: (30.0 , 13.0)
Size: 1 | Area: 2773.4875 | Centroid: (18.0 , 19.0)
