Index: 2103 | Bright Bodies: 20

Size: 29 | Area: 2301089.8 | Centroid: (39.676964 , 31.816853)
Size: 28 | Area: 1601304.2 | Centroid: (13.999899 , 42.729263)
Size: 15 | Area: 480839.84 | Centroid: (0.28579575 , 8.213901)
Size: 10 | Area: 188286.11 | Centroid: (8.954917 , 37.19027)
Size: 7 | Area: 89371.74 | Centroid: (15.351773 , 48.88421)
Size: 5 | Area: 65319.24 | Centroid: (22.543444 , 13.588843)
Size: 7 | Area: 61902.176 | Centroid: (27.81434 , 25.753923)
Size: 6 | Area: 50085.586 | Centroid: (11.671669 , 16.750463)
Size: 4 | Area: 38730.53 | Centroid: (2.404831 , 35.678154)
Size: 4 | Area: 30311.598 | Centroid: (41.241364 , 38.77555)
Size: 4 | Area: 25922.037 | Centroid: (26.29925 , 35.588898)
Size: 2 | Area: 12201.869 | Centroid: (44.235973 , 22.0)
Size: 2 | Area: 9908.078 | Centroid: (20.46939 , 45.999996)
Size: 2 | Area: 9171.474 | Centroid: (30.554434 , 28.999998)
Size: 2 | Area: 6593.597 | Centroid: (39.0 , 38.55443)
Size: 1 | Area: 5016.974 | Centroid: (48.0 , 43.0)
Size: 1 | Area: 4291.84 | Centroid: (42.0 , 9.0)
Size: 1 | Area: 3891.2634 | Centroid: (41.0 , 20.0)
Size: 1 | Area: 3119.4553 | Centroid: (14.999999 , 25.0)
Size: 1 | Area: 3041.683 | Centroid: (30.0 , 12.999999)
