Index: 557 | Bright Bodies: 22

Size: 29 | Area: 2294263.2 | Centroid: (40.339516 , 31.228159)
Size: 25 | Area: 1585898.8 | Centroid: (14.573638 , 42.14095)
Size: 17 | Area: 927759.25 | Centroid: (0.3831596 , 7.738717)
Size: 9 | Area: 273908.25 | Centroid: (15.513359 , 48.864773)
Size: 13 | Area: 191119.25 | Centroid: (9.607618 , 36.486156)
Size: 6 | Area: 66032.21 | Centroid: (23.290232 , 12.974143)
Size: 6 | Area: 58343.324 | Centroid: (28.366203 , 25.086636)
Size: 6 | Area: 49437.438 | Centroid: (12.327396 , 16.092823)
Size: 6 | Area: 41027.97 | Centroid: (3.2713716 , 35.03817)
Size: 5 | Area: 33831.766 | Centroid: (41.425808 , 38.318108)
Size: 3 | Area: 19850.69 | Centroid: (26.781805 , 34.843834)
Size: 2 | Area: 13067.001 | Centroid: (6.2818 , 49.0)
Size: 3 | Area: 10959.029 | Centroid: (43.002472 , 49.0)
Size: 2 | Area: 10657.934 | Centroid: (45.0 , 21.408321)
Size: 2 | Area: 8480.729 | Centroid: (30.999998 , 28.469286)
Size: 2 | Area: 7492.871 | Centroid: (0.0 , 14.47169)
Size: 1 | Area: 6249.459 | Centroid: (21.0 , 45.0)
Size: 1 | Area: 4540.407 | Centroid: (43.0 , 9.0)
Size: 1 | Area: 3711.6196 | Centroid: (42.0 , 19.0)
Size: 1 | Area: 3537.2202 | Centroid: (47.999996 , 42.0)
Size: 1 | Area: 3465.1907 | Centroid: (30.0 , 12.0)
Size: 1 | Area: 2990.6694 | Centroid: (14.0 , 0.0)
