Index: 976 | Bright Bodies: 21

Size: 32 | Area: 2301434.5 | Centroid: (39.765617 , 31.740627)
Size: 27 | Area: 1587199.6 | Centroid: (14.088215 , 42.569683)
Size: 15 | Area: 527596.25 | Centroid: (0.28408855 , 8.129377)
Size: 14 | Area: 195787.67 | Centroid: (9.05608 , 36.979153)
Size: 8 | Area: 136945.66 | Centroid: (15.23941 , 48.88697)
Size: 6 | Area: 66145.49 | Centroid: (22.666786 , 13.474207)
Size: 6 | Area: 57972.496 | Centroid: (27.88891 , 25.577892)
Size: 5 | Area: 46282.707 | Centroid: (11.731422 , 16.562933)
Size: 4 | Area: 37735.137 | Centroid: (2.4692633 , 35.546127)
Size: 4 | Area: 30871.303 | Centroid: (41.265377 , 38.703545)
Size: 4 | Area: 24843.002 | Centroid: (26.32486 , 35.450954)
Size: 2 | Area: 11748.033 | Centroid: (44.264893 , 22.0)
Size: 3 | Area: 11260.277 | Centroid: (20.662474 , 45.7345)
Size: 2 | Area: 8838.718 | Centroid: (30.638872 , 29.000002)
Size: 2 | Area: 7119.2 | Centroid: (42.42742 , 9.0)
Size: 2 | Area: 5403.9707 | Centroid: (41.000004 , 19.493887)
Size: 1 | Area: 4949.1304 | Centroid: (48.0 , 43.0)
Size: 1 | Area: 3379.0662 | Centroid: (39.0 , 38.0)
Size: 1 | Area: 3116.205 | Centroid: (6.0 , 49.0)
Size: 1 | Area: 2706.9297 | Centroid: (18.0 , 19.0)
Size: 1 | Area: 2690.9192 | Centroid: (15.0 , 24.999998)
