Index: 1070 | Bright Bodies: 19

Size: 29 | Area: 2287951.2 | Centroid: (39.57913 , 31.787642)
Size: 29 | Area: 1598262.2 | Centroid: (13.866862 , 42.733643)
Size: 15 | Area: 420676.5 | Centroid: (0.26897606 , 8.233729)
Size: 11 | Area: 187629.86 | Centroid: (8.882225 , 37.164593)
Size: 7 | Area: 85942.375 | Centroid: (15.233297 , 48.889683)
Size: 6 | Area: 66810.39 | Centroid: (22.47958 , 13.6397705)
Size: 6 | Area: 58354.188 | Centroid: (27.650116 , 25.737013)
Size: 6 | Area: 49267.2 | Centroid: (11.575733 , 16.746716)
Size: 4 | Area: 38098.844 | Centroid: (2.3448615 , 35.662106)
Size: 7 | Area: 38011.336 | Centroid: (40.73772 , 38.754276)
Size: 4 | Area: 24510.564 | Centroid: (26.257328 , 35.571716)
Size: 2 | Area: 9396.963 | Centroid: (20.39439 , 46.0)
Size: 1 | Area: 9303.187 | Centroid: (44.0 , 22.0)
Size: 2 | Area: 8809.515 | Centroid: (30.459673 , 29.0)
Size: 2 | Area: 7038.9185 | Centroid: (47.584557 , 43.0)
Size: 1 | Area: 4480.552 | Centroid: (42.0 , 9.0)
Size: 1 | Area: 3633.8499 | Centroid: (41.0 , 20.0)
Size: 1 | Area: 2735.438 | Centroid: (18.0 , 19.0)
Size: 1 | Area: 2615.0361 | Centroid: (10.0 , 27.0)
