Index: 242 | Bright Bodies: 21

Size: 29 | Area: 2288285.0 | Centroid: (40.400692 , 31.244238)
Size: 28 | Area: 1586023.9 | Centroid: (14.658261 , 42.141685)
Size: 17 | Area: 948240.75 | Centroid: (0.41671574 , 7.69444)
Size: 9 | Area: 287035.66 | Centroid: (15.486205 , 48.854923)
Size: 14 | Area: 191817.1 | Centroid: (9.670018 , 36.477158)
Size: 6 | Area: 64569.805 | Centroid: (23.32148 , 12.92948)
Size: 6 | Area: 56344.848 | Centroid: (28.419474 , 25.040215)
Size: 6 | Area: 47933.555 | Centroid: (12.368334 , 16.049294)
Size: 6 | Area: 40075.832 | Centroid: (3.297108 , 34.9978)
Size: 5 | Area: 32166.941 | Centroid: (41.469303 , 38.27759)
Size: 3 | Area: 19201.883 | Centroid: (26.82199 , 34.80216)
Size: 2 | Area: 13516.29 | Centroid: (6.3447104 , 49.000004)
Size: 3 | Area: 10798.311 | Centroid: (42.802452 , 48.999996)
Size: 2 | Area: 10612.689 | Centroid: (44.999996 , 21.354975)
Size: 3 | Area: 10260.878 | Centroid: (31.272594 , 28.322659)
Size: 2 | Area: 8765.406 | Centroid: (21.346128 , 45.000004)
Size: 2 | Area: 8189.0854 | Centroid: (0.0 , 14.440922)
Size: 2 | Area: 6831.0044 | Centroid: (43.0 , 8.562776)
Size: 2 | Area: 5827.033 | Centroid: (48.486492 , 42.0)
Size: 1 | Area: 3555.5525 | Centroid: (42.0 , 19.0)
Size: 1 | Area: 2978.0454 | Centroid: (29.999998 , 12.000001)
