Index: 1141 | Bright Bodies: 19

Size: 31 | Area: 2297889.5 | Centroid: (39.65918 , 31.764431)
Size: 28 | Area: 1593650.0 | Centroid: (13.971665 , 42.6585)
Size: 15 | Area: 465481.62 | Centroid: (0.27719396 , 8.171043)
Size: 12 | Area: 190717.23 | Centroid: (8.952137 , 37.08295)
Size: 8 | Area: 101933.0 | Centroid: (15.255743 , 48.867893)
Size: 5 | Area: 64268.402 | Centroid: (22.517773 , 13.532964)
Size: 6 | Area: 57714.805 | Centroid: (27.775274 , 25.643238)
Size: 5 | Area: 46494.438 | Centroid: (11.627275 , 16.632582)
Size: 7 | Area: 38608.695 | Centroid: (40.787434 , 38.727467)
Size: 4 | Area: 38121.785 | Centroid: (2.393297 , 35.621445)
Size: 4 | Area: 24938.0 | Centroid: (26.284363 , 35.52744)
Size: 1 | Area: 9205.208 | Centroid: (44.0 , 22.0)
Size: 2 | Area: 9057.104 | Centroid: (20.455915 , 46.0)
Size: 2 | Area: 8995.02 | Centroid: (30.535965 , 29.000002)
Size: 1 | Area: 4606.7305 | Centroid: (48.0 , 43.0)
Size: 1 | Area: 4400.005 | Centroid: (42.0 , 9.0)
Size: 1 | Area: 3334.9019 | Centroid: (40.999996 , 20.0)
Size: 1 | Area: 2770.1409 | Centroid: (18.0 , 19.0)
Size: 1 | Area: 2709.795 | Centroid: (14.999999 , 25.0)
