Index: 1376 | Bright Bodies: 21

Size: 31 | Area: 2300782.5 | Centroid: (39.71646 , 31.778545)
Size: 28 | Area: 1595334.6 | Centroid: (14.038613 , 42.650837)
Size: 15 | Area: 499938.75 | Centroid: (0.28482664 , 8.163046)
Size: 12 | Area: 191840.03 | Centroid: (9.030549 , 37.102818)
Size: 8 | Area: 107912.85 | Centroid: (15.298594 , 48.87143)
Size: 5 | Area: 64222.418 | Centroid: (22.570087 , 13.52739)
Size: 6 | Area: 58308.562 | Centroid: (27.840809 , 25.643135)
Size: 5 | Area: 46657.043 | Centroid: (11.686812 , 16.630222)
Size: 4 | Area: 38209.047 | Centroid: (2.4320495 , 35.62236)
Size: 4 | Area: 30447.566 | Centroid: (41.248272 , 38.7536)
Size: 4 | Area: 25305.95 | Centroid: (26.307854 , 35.524227)
Size: 2 | Area: 12076.684 | Centroid: (44.241673 , 22.000002)
Size: 2 | Area: 9135.803 | Centroid: (20.503355 , 45.999996)
Size: 2 | Area: 9055.799 | Centroid: (30.594091 , 28.999998)
Size: 2 | Area: 6968.0635 | Centroid: (42.392944 , 9.0)
Size: 2 | Area: 6108.8315 | Centroid: (39.0 , 38.486504)
Size: 1 | Area: 5027.17 | Centroid: (48.0 , 43.0)
Size: 1 | Area: 3281.3662 | Centroid: (41.0 , 20.000002)
Size: 1 | Area: 2912.488 | Centroid: (15.0 , 25.0)
Size: 1 | Area: 2795.0186 | Centroid: (30.0 , 13.0)
Size: 1 | Area: 2762.1567 | Centroid: (18.0 , 19.0)
