Index: 442 | Bright Bodies: 21

Size: 31 | Area: 2296098.8 | Centroid: (40.28755 , 31.302034)
Size: 28 | Area: 1590392.0 | Centroid: (14.549071 , 42.20073)
Size: 18 | Area: 892404.9 | Centroid: (0.38297966 , 7.8157544)
Size: 8 | Area: 255464.42 | Centroid: (15.395146 , 48.88025)
Size: 15 | Area: 194571.4 | Centroid: (9.556695 , 36.56353)
Size: 7 | Area: 66405.88 | Centroid: (23.217634 , 12.999687)
Size: 6 | Area: 56656.035 | Centroid: (28.351603 , 25.115778)
Size: 5 | Area: 45184.15 | Centroid: (12.273542 , 16.18751)
Size: 6 | Area: 39320.926 | Centroid: (3.1281204 , 35.126366)
Size: 5 | Area: 33113.055 | Centroid: (41.408966 , 38.33153)
Size: 3 | Area: 19226.85 | Centroid: (26.738384 , 34.849506)
Size: 2 | Area: 12277.359 | Centroid: (6.288567 , 49.0)
Size: 2 | Area: 9819.954 | Centroid: (45.0 , 21.401289)
Size: 2 | Area: 8203.09 | Centroid: (30.999998 , 28.489716)
Size: 2 | Area: 6886.219 | Centroid: (0.0 , 14.48744)
Size: 1 | Area: 5811.43 | Centroid: (21.0 , 45.0)
Size: 1 | Area: 4238.2695 | Centroid: (43.0 , 9.0)
Size: 1 | Area: 4209.17 | Centroid: (42.0 , 49.0)
Size: 1 | Area: 3353.3027 | Centroid: (42.0 , 19.0)
Size: 1 | Area: 3237.3997 | Centroid: (48.0 , 42.0)
Size: 1 | Area: 3228.601 | Centroid: (30.0 , 11.999999)
