Index: 1618 | Bright Bodies: 19

Size: 30 | Area: 2295826.0 | Centroid: (39.618866 , 31.811686)
Size: 28 | Area: 1598688.9 | Centroid: (13.91853 , 42.751915)
Size: 15 | Area: 445218.4 | Centroid: (0.27633 , 8.233981)
Size: 10 | Area: 186407.03 | Centroid: (8.919037 , 37.202946)
Size: 7 | Area: 85291.97 | Centroid: (15.304465 , 48.886833)
Size: 6 | Area: 67420.3 | Centroid: (22.51415 , 13.660737)
Size: 6 | Area: 58614.465 | Centroid: (27.692024 , 25.753908)
Size: 6 | Area: 49428.07 | Centroid: (11.6142845 , 16.762499)
Size: 7 | Area: 38449.79 | Centroid: (40.75458 , 38.762478)
Size: 4 | Area: 38251.023 | Centroid: (2.3674865 , 35.684875)
Size: 4 | Area: 25121.229 | Centroid: (26.273302 , 35.597477)
Size: 2 | Area: 9664.769 | Centroid: (20.422787 , 46.0)
Size: 1 | Area: 9286.311 | Centroid: (44.0 , 22.0)
Size: 2 | Area: 8800.139 | Centroid: (30.496717 , 29.000002)
Size: 1 | Area: 4441.7505 | Centroid: (48.0 , 43.0)
Size: 1 | Area: 4299.8604 | Centroid: (42.0 , 9.0)
Size: 1 | Area: 3855.8381 | Centroid: (41.0 , 20.0)
Size: 1 | Area: 2772.727 | Centroid: (15.0 , 25.000002)
Size: 1 | Area: 2721.0342 | Centroid: (18.0 , 19.0)
