Index: 212 | Bright Bodies: 22

Size: 29 | Area: 2288646.8 | Centroid: (40.410053 , 31.256433)
Size: 28 | Area: 1585090.2 | Centroid: (14.668398 , 42.155304)
Size: 17 | Area: 953022.2 | Centroid: (0.4208326 , 7.7120986)
Size: 9 | Area: 281451.97 | Centroid: (15.497492 , 48.85559)
Size: 14 | Area: 191470.77 | Centroid: (9.678531 , 36.487274)
Size: 6 | Area: 64494.055 | Centroid: (23.325483 , 12.93834)
Size: 6 | Area: 56301.016 | Centroid: (28.425987 , 25.049976)
Size: 6 | Area: 47895.008 | Centroid: (12.373361 , 16.058935)
Size: 6 | Area: 40140.062 | Centroid: (3.3000965 , 35.00652)
Size: 5 | Area: 32216.031 | Centroid: (41.472916 , 38.283222)
Size: 3 | Area: 19074.57 | Centroid: (26.828165 , 34.80769)
Size: 2 | Area: 13410.54 | Centroid: (6.3538904 , 49.000004)
Size: 2 | Area: 10643.551 | Centroid: (45.000004 , 21.363415)
Size: 3 | Area: 10201.065 | Centroid: (31.276531 , 28.328186)
Size: 2 | Area: 8731.647 | Centroid: (21.354044 , 45.0)
Size: 2 | Area: 8348.303 | Centroid: (0.0 , 14.438494)
Size: 2 | Area: 6812.0474 | Centroid: (43.0 , 8.572451)
Size: 2 | Area: 5776.8867 | Centroid: (48.497387 , 42.0)
Size: 1 | Area: 4984.226 | Centroid: (42.0 , 49.0)
Size: 1 | Area: 3594.6477 | Centroid: (42.0 , 19.0)
Size: 1 | Area: 2941.8909 | Centroid: (30.0 , 12.0)
Size: 1 | Area: 2868.8286 | Centroid: (44.0 , 49.000004)
