Index: 1597 | Bright Bodies: 19

Size: 29 | Area: 2283979.2 | Centroid: (39.489826 , 31.886)
Size: 28 | Area: 1597443.9 | Centroid: (13.754396 , 42.88976)
Size: 15 | Area: 374318.4 | Centroid: (0.24957727 , 8.3889265)
Size: 13 | Area: 194075.64 | Centroid: (8.792197 , 37.310555)
Size: 7 | Area: 67742.25 | Centroid: (15.107196 , 48.919315)
Size: 6 | Area: 67738.766 | Centroid: (22.433052 , 13.745112)
Size: 7 | Area: 61567.08 | Centroid: (27.545254 , 25.87888)
Size: 5 | Area: 46814.438 | Centroid: (11.433017 , 16.875757)
Size: 5 | Area: 40549.914 | Centroid: (2.346188 , 35.83394)
Size: 6 | Area: 35923.695 | Centroid: (40.71657 , 39.027836)
Size: 4 | Area: 23878.365 | Centroid: (26.232624 , 35.667118)
Size: 2 | Area: 11736.38 | Centroid: (44.0 , 22.25583)
Size: 2 | Area: 9920.029 | Centroid: (20.339525 , 45.999996)
Size: 2 | Area: 8431.971 | Centroid: (30.386068 , 28.999998)
Size: 2 | Area: 7375.992 | Centroid: (41.999996 , 9.443783)
Size: 2 | Area: 7012.0054 | Centroid: (47.484104 , 43.0)
Size: 1 | Area: 4203.2324 | Centroid: (41.0 , 20.0)
Size: 1 | Area: 3238.0466 | Centroid: (29.0 , 13.0)
Size: 1 | Area: 2794.1829 | Centroid: (10.0 , 27.0)
