Index: 103 | Bright Bodies: 21

Size: 30 | Area: 2293146.0 | Centroid: (40.38954 , 31.308565)
Size: 28 | Area: 1586792.9 | Centroid: (14.646307 , 42.208862)
Size: 18 | Area: 950004.2 | Centroid: (0.41498184 , 7.808221)
Size: 8 | Area: 252188.83 | Centroid: (15.493547 , 48.878887)
Size: 14 | Area: 191358.72 | Centroid: (9.666066 , 36.539925)
Size: 6 | Area: 64864.066 | Centroid: (23.313993 , 12.991203)
Size: 6 | Area: 56555.383 | Centroid: (28.409416 , 25.10819)
Size: 5 | Area: 45394.496 | Centroid: (12.321652 , 16.18179)
Size: 5 | Area: 37618.223 | Centroid: (3.2431688 , 35.130463)
Size: 5 | Area: 32859.97 | Centroid: (41.459072 , 38.3209)
Size: 3 | Area: 18935.78 | Centroid: (26.815987 , 34.84065)
Size: 2 | Area: 12489.572 | Centroid: (6.341569 , 49.0)
Size: 2 | Area: 10690.109 | Centroid: (45.0 , 21.41103)
Size: 2 | Area: 8515.501 | Centroid: (21.350676 , 45.0)
Size: 2 | Area: 8162.8486 | Centroid: (0.0 , 14.460221)
Size: 2 | Area: 7635.1685 | Centroid: (31.0 , 28.4943)
Size: 1 | Area: 4343.4536 | Centroid: (42.0 , 49.0)
Size: 1 | Area: 4258.9663 | Centroid: (43.0 , 9.0)
Size: 1 | Area: 3619.3489 | Centroid: (42.0 , 18.999998)
Size: 1 | Area: 2978.063 | Centroid: (30.0 , 12.000001)
Size: 1 | Area: 2846.1516 | Centroid: (48.0 , 42.0)
