Index,Body of Size Rank 1 Area,Body of Size Rank 2 Area,Body of Size Rank 3 Area,Body of Size Rank 4 Area,Body of Size Rank 5 Area
494,292023.16,221985.72,112826.69,57335.79,44137.12
495,292142.3,222243.97,112793.38,57329.785,44143.402
496,292239.94,222078.86,112753.17,57339.266,44123.043
497,292285.53,222174.22,112677.34,57325.5,44104.81
498,292271.8,222921.61,114188.305,57281.902,44858.863
499,291385.97,222830.02,113343.49,57279.273,44839.31
500,292148.94,222953.23,113322.266,57253.676,44837.938
501,290514.4,223682.84,113291.39,57217.867,44822.496
502,291396.3,223512.42,113273.45,57209.707,44808.9
503,292496.88,223838.36,115068.08,58550.53,44590.36
504,292379.66,223760.48,115045.16,58535.12,44586.227
505,292361.03,223743.5,115033.586,58539.63,44565.332
506,292264.06,223995.75,115015.81,59418.68,44571.227
507,292282.25,223830.73,114936.8,59413.754,44553.22
508,292428.84,223919.03,114954.87,59419.605,44550.9
509,292461.0,223891.75,114920.945,59418.438,44543.406
510,292470.47,223891.97,114941.836,59424.49,44534.883
511,292377.94,223988.39,114883.76,59403.17,44527.152
512,292447.66,223914.25,114854.85,59425.992,44521.316
513,291613.84,223005.69,114824.11,59418.05,44499.832
514,292437.44,223161.81,114800.25,59412.027,44484.047
515,292425.44,223284.16,114746.19,59420.375,44467.332
516,292385.0,223088.52,114724.16,59411.086,44481.902
517,292554.62,223118.14,114764.805,59412.297,45345.676
518,292549.8,223242.16,114725.4,59413.59,44495.15
519,292446.97,223164.94,113869.375,58540.54,44494.04
520,292493.94,223278.08,113890.55,58561.93,44493.848
521,292420.44,223249.77,113870.08,58574.387,44497.168
522,292513.8,223283.0,113842.586,58570.49,44473.8
523,292578.66,223449.52,113812.05,58589.445,44479.965
524,293437.9,224208.38,113803.0,58608.176,44478.445
525,292504.66,224348.34,113778.09,58599.184,44479.062
526,292327.16,224289.22,113705.56,58610.496,44478.848
527,292435.5,224218.95,113732.78,58608.008,44483.957
528,292465.56,224368.27,113744.26,58620.688,44474.215
529,292502.4,224229.56,113720.35,58590.9,44471.656
530,293562.1,224615.4,114313.28,59105.82,44979.195
531,293504.38,225104.92,114512.75,57716.047,44422.383
532,292554.75,224253.66,114501.914,58599.777,44434.266
533,293441.75,224288.36,114556.2,58602.547,44450.21
534,292534.94,224390.81,114531.24,58594.695,44431.254
535,293431.62,224138.64,114507.65,58590.9,44434.348
536,293501.8,224684.6,114513.46,57707.707,44409.465
537,293398.94,224299.75,114515.76,58583.36,44407.465
538,292580.3,224258.81,114514.91,58595.95,44418.402
539,293397.84,224394.67,114501.78,58588.508,44419.004
540,292526.56,224315.45,114506.766,58595.12,44415.668
541,293455.53,224302.8,114517.016,57705.766,44396.367
542,292636.7,224249.9,114462.54,57694.15,44381.55
543,293580.22,225117.1,114515.17,57707.83,44406.35
544,292665.3,225112.12,114445.43,57702.57,44361.37
545,292698.97,224291.44,114428.29,57680.152,44364.246
546,292674.44,225264.08,114478.23,57693.535,44376.34
547,292660.66,224204.5,114441.22,57686.516,44362.906
548,293463.34,225183.12,114420.9,57697.875,44359.492
549,292600.4,225035.86,114394.99,57688.504,44360.24
550,292537.78,225054.23,114423.04,57682.66,44350.92
551,292562.16,224319.48,114417.625,57698.867,45244.305
552,292651.88,224132.05,114426.0,57681.336,44384.87
553,293608.9,225109.14,114380.0,57695.75,45227.734
554,293539.28,225070.48,114354.805,57661.945,45243.71
555,293575.28,224871.67,114363.52,57670.324,45254.69
556,293501.94,225133.53,114356.38,57665.74,45231.76
557,293610.6,225015.44,114287.99,57652.68,45239.543
558,294525.12,224973.52,114278.08,57649.63,45210.895
559,294488.16,224952.36,114280.78,57641.43,45213.195
560,294560.84,225883.64,114237.8,56762.58,46102.125
561,294562.03,225821.02,114178.41,56747.234,45211.88
562,294621.66,225859.81,114108.87,55857.883,45183.594
563,295440.44,225800.2,114955.29,55959.8,45215.94
564,295376.22,225726.02,114920.445,55980.754,46087.645
565,296271.72,225836.2,114014.7,55958.277,46052.047
566,296286.88,225695.77,113972.84,55970.234,45943.43
567,296374.47,225814.56,113995.984,55986.074,46056.395
568,296426.5,225815.44,113971.78,55997.1,45896.773
569,296320.0,225546.73,114827.91,55997.04,45870.58
570,296249.78,225542.02,114813.71,55938.414,45849.887
571,296214.3,224590.16,114782.64,56008.434,44944.277
572,296290.25,224499.03,113904.56,56014.016,44943.496
573,296318.4,224663.48,114734.17,55993.816,44928.457
574,296306.97,224570.88,113872.72,55993.22,44937.836
575,295538.25,224520.36,113010.64,55976.81,44917.133
576,295513.22,224610.39,112998.2,55965.312,44933.293
577,293446.4,223723.16,114815.516,59348.543,44434.137
578,292777.8,223833.5,115152.695,58641.215,44652.992
579,292882.94,223942.64,115102.72,58650.555,44648.297
580,292846.12,223927.62,115097.66,59508.38,44625.43
581,292745.4,224005.98,115103.125,59515.227,44636.34
582,292803.56,224002.5,115036.39,59524.39,44607.156
583,292746.9,223935.12,115012.89,59526.082,44617.504
584,292740.34,223989.56,114993.03,59532.91,44600.37
585,292658.6,224186.97,115008.484,59540.277,44621.56
586,292720.97,224139.83,114975.94,59526.906,44604.926
587,292728.53,224123.97,114981.86,59524.258,44593.816
588,291852.97,223283.3,114979.73,59531.336,44589.41
589,292789.88,223169.5,114932.766,59520.164,44559.35
590,292796.5,223311.33,114925.9,59524.67,44570.31
591,292872.8,223221.27,114946.375,59508.195,44569.168
592,292833.44,223295.28,114928.125,59510.242,44567.21
593,292770.66,223268.75,114948.72,59527.137,44567.977
594,292779.4,223344.53,114946.3,59546.105,44566.984
595,292679.7,223324.6,114916.48,59532.027,44562.676
596,292686.62,223338.05,114954.32,59530.266,44571.93
597,291899.47,223447.39,114969.87,59532.46,44597.73
598,292767.03,223319.45,114915.14,59539.723,44562.168
599,292752.47,223291.9,114990.02,59550.832,44578.566
600,292632.6,223318.64,114964.27,59552.324,44601.656
601,292630.72,223103.92,114956.51,59531.55,44577.016
602,291778.44,223439.22,115011.766,59544.387,44615.05
603,292695.34,223246.53,115010.98,59561.09,44594.805
604,291904.44,223264.34,115023.7,59566.49,44612.33
605,292792.12,223184.03,114986.81,59557.59,44606.64
606,292886.97,223325.75,115008.625,59579.824,44605.734
607,292872.4,223395.22,114984.1,59585.277,44602.844
608,292775.2,223391.95,114929.69,59552.92,45434.45
609,292665.1,223384.6,113977.68,58704.08,44579.723
610,292628.6,224430.95,113905.36,58712.527,44552.17
611,292705.72,224390.3,113870.92,58708.68,44542.0
612,292793.16,224446.39,115596.86,58719.332,44557.47
613,292866.06,224470.75,115589.64,58712.92,44557.473
614,291947.1,224467.2,114755.85,58723.91,44552.137
615,291817.2,224334.66,114731.664,58711.58,44567.047
616,291787.66,224482.1,113846.74,58729.53,44585.773
617,292694.16,224492.23,113886.52,58747.21,44600.234
618,293620.44,224273.25,113930.93,58701.723,44628.836
619,292775.12,224460.33,113956.516,58713.477,44644.29
620,292908.66,224239.55,113963.01,58685.13,44638.035
621,292946.1,223366.81,114000.47,58710.34,44633.098
622,292842.44,223538.83,113994.42,58678.383,44623.363
623,292874.84,223426.72,113988.32,58707.434,44636.926
624,292883.1,223624.25,114956.51,59590.227,45453.5
625,293911.88,224634.31,115339.07,58671.363,44687.316
626,293961.44,223989.56,115348.17,58747.582,44730.23
627,293955.28,223865.62,115336.92,58729.453,44720.195
628,293809.72,223975.83,115310.86,58748.758,44733.875
629,292851.75,224017.72,115272.13,58736.758,44719.438
630,292815.6,224008.0,115268.35,58743.074,44710.152
631,292895.38,224043.05,115244.125,58730.758,44711.4
632,292955.0,224171.06,115224.336,58718.82,44703.72
633,292993.88,223984.52,115249.99,58748.113,44718.62
634,293063.6,223909.52,115246.01,58732.832,44721.746
635,293895.97,224023.39,115307.68,58744.344,44734.734
636,293930.88,223998.8,115309.97,58749.094,44745.04
637,293849.03,223928.78,115337.94,58721.305,44730.492
638,293762.44,223937.98,115350.57,58756.438,44738.168
639,293821.97,224716.98,115355.45,58767.074,44743.832
640,293787.84,224775.4,115368.17,58755.38,44747.125
641,293861.22,224755.28,115335.336,58762.742,44736.082
642,293871.16,224662.97,115381.34,58745.957,44732.285
643,293855.75,224580.52,115390.32,58743.758,44723.336
644,293761.22,224629.61,115391.1,58777.945,44754.29
645,293626.1,224760.56,115388.03,58761.56,44743.98
646,293773.12,224710.03,115395.875,58757.05,44762.72
647,293806.3,224749.36,115409.555,58761.195,44745.004
648,293856.12,224755.5,115414.445,58773.21,44755.902
649,293896.66,224628.98,115415.9,58761.203,44743.945
650,293881.06,224730.12,115398.78,58749.8,44761.277
651,293993.0,224604.16,115375.25,58773.312,44745.383
652,293831.3,224736.22,115410.875,58764.555,44751.098
653,294716.62,224551.6,115449.97,58752.1,44735.12
654,294710.75,225410.5,115411.17,58766.816,44747.855
655,296491.97,225513.75,115425.68,58741.86,44728.688
656,296636.75,225322.38,115423.73,58731.438,44737.227
657,296681.03,225354.42,115412.4,58718.66,44721.73
658,296626.66,224547.31,115420.67,58721.65,44711.707
659,296548.22,224393.78,115404.62,59596.81,44684.75
660,296544.16,224373.34,115417.71,59595.684,44703.16
661,296699.88,224392.19,115395.67,59615.62,44667.77
662,296643.25,225114.75,115374.695,58706.402,45498.07
663,296728.94,225018.1,115368.51,58726.617,45474.387
664,298551.0,225055.9,115298.37,58748.246,45454.914
665,298523.72,225024.78,115324.22,58733.395,45451.0
666,297705.03,225003.53,115312.6,58732.457,45465.527
667,297560.94,225018.25,115271.27,58732.258,45428.094
668,297667.4,224861.73,115231.68,59611.56,45398.082
669,296834.56,224946.03,115159.17,59616.36,46269.742
670,296986.8,225523.7,116025.71,59625.41,47148.27
671,297903.1,226430.16,115124.17,58718.63,47172.145
672,294486.56,225138.78,114701.16,59460.137,45280.277
673,292959.56,224410.84,113952.55,58802.03,44632.754
674,292789.84,224522.52,114025.42,58777.156,44641.43
675,292846.25,224598.88,114074.98,58795.3,44633.906
676,292912.78,223512.61,115064.67,59646.03,45542.535
677,292978.7,223571.53,115103.125,59652.316,44651.434
678,293150.1,223546.56,115117.945,59668.64,44689.117
679,293137.34,223507.25,115165.016,59668.695,44669.44
680,293181.12,223414.53,115166.72,59658.688,44691.37
681,293097.3,224353.5,115179.88,59664.523,44710.117
682,293091.88,224219.53,115234.79,59666.29,44711.504
683,293121.34,224255.33,115272.67,59649.27,44731.906
684,293099.56,224214.58,115317.68,58774.523,44767.473
685,293162.03,223995.94,115338.875,58793.305,44780.035
686,294090.3,224092.52,115421.414,58795.83,44798.504
687,294112.2,224841.12,115449.79,58826.766,44805.633
688,294066.22,224673.84,115498.195,58820.383,44812.957
689,293900.06,224819.75,115459.32,58822.555,44789.617
690,294636.44,224517.44,115482.234,58776.98,44776.98
691,296504.75,225489.92,115493.92,58796.125,44758.19
692,296674.44,224449.23,115465.28,59654.098,44732.4
693,296805.56,224357.5,115487.74,59655.31,44692.434
694,296838.78,225261.75,115426.016,59660.484,45541.965
695,298696.1,225108.2,115358.04,58789.863,45474.09
696,296950.9,224988.17,115312.11,59667.836,46324.55
697,296932.78,224778.5,116123.96,59681.684,46318.758
698,296896.94,225767.86,116130.234,59662.016,46329.816
699,297796.9,226473.73,115210.24,58787.92,47235.25
700,297871.16,225497.12,115127.55,57935.824,47240.03
701,297971.6,225688.33,115150.68,56149.703,47253.64
702,298040.12,225436.17,115093.51,56211.945,46385.22
703,297985.06,225508.03,114950.47,56246.055,46446.66
704,297840.72,223720.05,115691.86,56253.656,45559.453
705,297866.53,223529.17,116577.93,56262.69,45605.688
706,296949.88,223536.81,116529.984,56229.566,45587.625
707,295380.2,224509.06,116573.15,56193.168,45605.848
708,294844.16,224843.44,114663.41,60135.426,44976.652
709,293004.56,224663.44,114080.31,58852.68,44681.58
710,293078.56,224564.92,115060.34,58830.477,44696.04
711,292342.44,223477.94,115259.875,59713.805,44748.56
712,293214.7,224431.69,115355.08,59730.906,44752.89
713,293153.16,224281.05,115461.055,58864.78,44807.28
714,294171.47,224040.11,115496.21,58861.7,44833.582
715,294261.7,225102.45,115537.11,58897.953,44851.7
716,294264.12,224771.75,115550.07,58884.125,44855.445
717,295127.03,224732.67,115584.664,58885.6,44847.66
718,296828.53,224749.56,115564.29,59727.074,44784.555
719,296835.78,225104.75,115525.83,59733.3,44699.492
720,296353.38,225617.92,115229.29,59445.426,44400.23
721,293210.97,224226.36,115415.03,58872.145,44817.234
722,294156.94,224264.45,115478.414,58797.457,44806.67
723,294312.44,224315.38,115543.05,58898.535,44856.664
724,294279.78,225036.88,115593.85,58903.895,44876.742
725,294248.38,224834.44,115583.4,58898.89,44874.68
726,296914.34,225651.48,115578.08,58904.1,44841.727
727,296821.0,225557.42,115607.516,58872.8,44835.457
728,296871.1,224608.72,115601.71,59722.117,44818.625
729,296933.1,224679.08,115593.875,59742.34,44795.4
730,297897.44,224240.64,115527.32,59717.27,45576.758
731,291827.97,224663.4,114702.016,58448.223,45201.54
732,294260.44,224619.73,114672.74,57915.336,45561.145
733,294265.38,224613.42,114769.78,57949.95,45584.46
734,293245.97,224829.61,114774.2,57943.824,44669.34
735,294194.06,225480.48,114837.39,57981.758,44698.4
736,293256.06,225738.61,114891.43,57977.14,44710.867
737,293292.75,224981.55,114960.33,58005.426,44710.09
738,293321.62,224769.7,114911.59,57973.707,44693.223
739,293303.56,224842.05,114924.9,58887.91,44710.137
740,291507.22,224896.77,115867.695,57985.84,44737.09
741,293282.22,224816.44,114132.68,58905.242,44730.11
742,293234.1,224650.83,115117.67,58869.965,44745.73
743,293272.16,223807.73,115236.2,59790.207,45660.664
744,293386.7,223620.28,115354.5,59779.36,44777.258
745,293485.6,224458.94,115400.7,59800.547,44802.215
746,293519.25,224662.88,115424.8,59811.09,44838.01
747,293555.6,224379.64,115504.17,58909.95,44853.973
748,293553.84,224308.39,115545.73,58951.617,44886.95
749,294285.6,225123.28,115621.55,58934.758,44884.203
750,294306.97,224930.16,115642.086,58904.426,44855.574
751,294280.03,225016.98,115679.35,58946.348,44894.152
752,297023.06,224797.45,115668.984,58882.457,44859.664
753,297068.3,224453.73,115638.055,59809.15,44794.465
754,297075.28,225303.52,115554.57,59802.332,45627.625
755,295637.34,225708.83,115837.164,57535.676,45095.414
756,296993.84,226188.56,114458.45,56200.88,45326.355
757,295198.38,226502.78,114594.836,57060.76,45384.1
758,295162.34,224611.0,114677.18,57044.832,45606.695
759,294462.25,224654.25,114787.79,57988.6,45656.426
760,294427.4,225887.61,114911.195,58029.316,44756.004
761,294408.88,225773.7,115004.875,58064.504,44737.395
762,294336.5,224865.66,115018.01,58946.92,44756.82
763,292458.28,225032.33,114140.09,58949.996,44772.33
764,293329.2,224662.62,115069.86,58931.43,44776.0
765,293274.78,224666.0,115320.1,59848.477,44805.316
766,293406.25,223823.53,115399.66,59812.84,44821.76
767,293477.94,224521.11,115517.37,59838.08,44873.953
768,293501.38,224504.06,115552.34,58945.867,44878.9
769,293539.34,224411.06,115619.48,58956.258,44922.055
770,294394.5,225039.5,115666.52,58991.957,44927.445
771,296112.9,224970.34,115730.164,58922.4,44896.465
772,297058.38,224670.7,115694.09,59862.844,44844.5
773,297102.03,225481.44,115623.09,59835.56,44757.84
774,299059.34,225536.92,115603.17,58935.855,45637.926
775,297358.75,225099.11,115510.086,59812.66,45577.77
776,298295.0,225880.78,115412.47,58915.67,47364.766
777,298341.12,225968.12,115332.15,57196.195,47387.848
778,298265.34,225702.66,115283.58,56313.258,46511.344
779,296853.38,225749.84,115529.07,59645.637,44629.074
780,294273.5,225269.73,115740.48,58988.062,44937.31
781,297102.2,224679.17,115731.164,59836.07,44883.996
782,297225.0,224588.38,115693.85,59866.168,44803.65
783,299110.84,225411.77,115612.84,58945.46,45649.56
784,297376.9,224893.78,115498.95,59845.832,46493.008
785,298383.4,225752.95,115426.555,58947.86,47366.203
786,298444.44,225897.75,115333.43,56294.953,47412.906
787,298266.62,224749.89,115205.42,56380.492,46574.867
788,298231.1,224754.06,115989.945,56401.637,45723.016
789,297437.2,223799.4,116787.19,56363.895,45732.586
790,296950.72,223840.53,115888.04,56282.152,46648.754
791,296473.72,225671.77,115227.86,59492.64,46023.348
792,293679.25,224566.2,115654.86,59009.09,44945.258
793,294618.53,225048.3,115746.5,59034.31,44964.137
794,296359.34,224966.6,115790.9,58997.902,44956.96
795,297331.88,224740.78,115752.02,59895.023,44853.65
796,298307.62,225188.5,115605.305,58965.7,45616.42
797,297446.16,226109.8,116385.43,59869.758,46486.24
798,298418.84,225842.61,115444.09,58081.305,47414.953
799,298336.12,225656.44,115383.836,56351.906,46560.69
800,298327.62,224999.02,116050.44,56405.016,45725.348
801,297381.25,223904.03,116822.55,56383.266,45759.062
802,296682.44,223861.47,115984.73,56320.08,46691.742
803,296558.53,226774.34,115355.266,59588.406,46108.215
804,294530.75,225072.77,115808.76,59058.99,44975.805
805,297366.7,224886.2,115831.39,59903.03,44918.438
806,297439.28,225680.39,115729.93,59912.957,45696.38
807,297440.8,225211.64,115630.875,59899.785,45620.96
808,298485.06,226817.78,115469.836,58083.016,47415.77
809,298485.1,226065.14,115325.4,56399.336,46590.47
810,297507.66,224775.1,116025.64,56418.72,45735.63
811,297571.88,224831.2,116868.38,56401.57,45779.63
812,296849.47,224035.38,115949.13,57209.746,46711.312
813,295079.03,224961.86,115053.18,58930.324,46729.215
814,295103.53,223542.28,115100.73,59039.812,44979.867
815,296937.75,224886.39,115629.39,58781.45,44726.34
816,294563.84,225413.84,115727.33,58971.44,44893.637
817,294521.72,225052.16,115799.74,59085.438,45009.164
818,294570.8,225082.38,115857.78,59065.29,44993.754
819,296564.3,225034.31,115827.43,59036.008,44949.234
820,297432.44,224719.25,115847.83,59904.59,44936.848
821,297501.94,224742.95,115815.84,59952.89,44890.48
822,297444.84,225653.77,115734.88,59929.625,45712.094
823,298301.4,225433.25,115679.62,59012.91,45672.152
824,297498.12,225251.28,115619.23,58992.75,46543.99
825,298399.34,226114.42,115555.31,58104.316,46536.543
826,294118.97,225358.03,115031.766,59702.0,45495.69
827,293532.72,224820.1,115246.99,58119.3,44867.24
828,293623.8,225014.28,115331.66,59894.457,44852.434
829,292922.97,223817.0,115543.25,59930.383,44892.05
830,293866.4,224746.6,115651.26,59929.965,44949.36
831,293840.53,224811.7,115722.98,59082.906,44983.84
832,293695.2,224569.94,115699.51,59029.445,44975.934
833,294675.84,224588.06,115849.51,59062.875,45025.945
834,294780.16,225303.62,115864.19,59082.04,45021.656
835,294728.25,225131.5,115879.12,59078.55,45000.402
836,297407.47,224129.11,115861.16,59066.777,44972.62
837,297432.16,224892.03,115872.63,59965.91,44938.766
838,297516.94,224718.89,115828.65,59975.9,45771.527
839,297581.25,225647.27,115801.53,59973.887,45773.066
840,298464.03,225417.06,115713.09,59961.97,45708.11
841,297647.22,226096.7,116491.18,59025.04,46577.426
842,298606.06,227018.38,115538.74,59054.88,47489.508
843,298664.8,226031.23,115523.59,58161.332,47493.72
844,298589.9,225834.36,115452.47,56408.42,46608.95
845,298539.2,226115.28,115297.92,56436.14,46686.57
846,298489.7,223968.34,116072.97,56459.508,45801.88
847,297619.47,225819.42,116917.805,56439.062,45808.496
848,297708.9,225949.6,116968.63,56437.516,46736.16
849,296840.56,224906.42,116049.4,57212.51,46779.707
850,297893.84,227428.34,115245.555,59573.223,47064.766
851,296485.06,225246.61,115925.5,59112.11,45018.516
852,297487.0,224971.6,115895.266,60008.41,44960.71
853,298476.16,225604.33,115801.77,59980.875,45792.227
854,297613.94,226236.5,115651.33,59979.035,46608.44
855,298605.34,226873.03,115604.84,58165.97,47502.473
856,298599.94,226076.36,115580.625,57281.44,47507.676
857,298650.12,225913.62,115486.42,56466.766,46653.867
858,298626.84,224836.94,115365.67,56492.293,45789.797
859,298584.4,225020.5,116099.66,56488.203,45834.613
860,297783.0,224950.62,116978.414,56460.797,45864.305
861,296876.22,224098.34,116045.266,56347.82,46798.15
862,296810.66,226803.52,116365.95,59296.887,45621.863
863,294652.62,225938.66,115275.38,58267.93,44882.023
864,292834.03,225163.86,114388.26,58192.734,44928.86
865,293916.03,225176.03,115480.695,59980.49,44943.59
866,293864.47,223905.58,115582.875,59994.88,45866.75
867,294102.12,224804.16,115678.07,60007.824,44981.812
868,293864.44,224873.25,115784.19,59120.664,45035.242
869,294801.8,224510.2,115916.15,59164.766,45081.598
870,294875.22,225273.53,115957.516,59137.973,45051.457
871,296635.38,224179.55,115981.15,59121.23,45036.508
872,297732.9,224969.97,115933.32,60050.945,44973.996
873,297753.44,225628.98,115853.15,60016.76,45816.29
874,297922.6,225466.11,115768.4,60018.945,45746.062
875,297982.9,226132.14,115665.47,58205.715,46631.883
876,298825.6,226177.83,115599.69,57324.55,47564.793
877,298869.94,226010.77,115437.6,56498.598,46735.188
878,297869.1,224980.9,116215.3,56517.74,45856.812
879,298815.12,225013.34,117024.84,56523.777,45877.434
880,296985.34,225038.45,117043.6,56435.934,46794.777
881,297082.12,225001.64,116140.0,57264.816,46869.285
882,295268.66,225373.28,114306.77,59079.867,46875.434
883,295320.9,223535.19,115222.67,59121.55,45097.88
884,295435.28,222886.39,116216.45,59294.086,45269.977
885,294549.03,223236.31,114405.28,59341.03,45327.51
886,298878.75,227232.94,117725.086,58608.805,47100.797
887,298744.6,225465.1,115881.51,60070.297,45840.28
888,297810.7,226381.16,116617.516,58224.29,46670.055
889,298810.28,226114.39,115646.305,58246.67,47601.87
890,298769.25,226026.78,115581.195,56501.555,46736.562
891,297810.94,225341.62,115397.75,56547.395,45882.92
892,298869.6,224992.4,117072.95,56533.9,45919.164
893,297935.94,225931.77,117075.82,56500.03,46835.04
894,297055.94,225208.4,116184.04,57312.91,46886.31
895,295266.44,225349.75,114362.51,59124.984,46907.82
896,295351.47,223810.22,116182.93,59208.1,45136.082
897,295473.97,223974.39,116244.164,59278.848,45264.797
898,296914.6,228220.95,116247.3,59097.11,46529.945
899,293985.03,224071.77,115690.016,60077.207,45913.887
900,294083.34,224811.0,115871.04,59174.664,45059.535
901,294170.2,224768.08,115985.04,59212.938,45120.145
902,295011.56,225569.53,116072.086,59206.63,45128.33
903,296749.2,224326.39,116052.84,59198.79,45090.285
904,297756.1,225006.9,116040.375,60118.0,45006.863
905,297815.9,225798.42,115911.06,60118.266,45839.56
906,297958.78,226249.56,115771.03,58264.035,46715.367
907,298864.4,226235.66,115724.22,58280.28,47605.574
908,298910.06,226184.3,115673.164,56543.254,46746.613
909,298104.38,225146.58,115404.23,56591.562,45904.47
910,294136.62,225367.34,115561.04,59185.426,45027.76
911,294090.56,224933.39,115682.13,60102.73,45004.04
912,294064.4,224118.33,115751.35,60092.94,45019.445
913,294160.38,225038.39,115853.63,60123.785,45053.74
914,294163.62,224810.6,115916.93,59225.4,45098.117
915,294266.3,224848.25,115976.47,59232.453,45111.242
916,295120.28,224703.77,116061.016,59269.207,45140.688
917,295192.88,225523.67,116096.82,59243.316,45124.74
918,297084.8,225403.22,116077.15,59229.164,45110.785
919,298071.38,225065.89,116081.33,60160.793,45061.586
920,298086.56,225008.19,116047.82,60152.49,44985.83
921,293702.66,226470.14,115334.1,58909.36,45612.723
922,293169.78,226390.19,114515.41,58326.938,45016.27
923,294069.8,225381.75,115491.945,58278.59,45031.23
924,294071.25,225436.3,115576.914,59196.4,45041.91
925,294187.56,224100.44,115780.516,60112.49,45971.492
926,294179.03,224842.72,115908.875,59200.926,45089.863
927,294190.2,225054.86,115965.56,59248.57,45121.094
928,295135.9,224647.6,116051.875,59268.688,45153.56
929,295255.06,225476.47,116121.92,59264.09,45150.035
930,297066.66,224446.89,116090.14,60149.68,45105.676
931,298004.8,224272.4,116092.4,60149.9,45084.05
932,298116.38,225768.14,116028.75,60161.445,45932.05
933,293903.72,225926.88,115388.48,59962.92,45750.66
934,294094.6,225204.31,116516.055,58282.99,45049.883
935,294208.25,225217.0,115754.445,60151.934,45980.59
936,294292.62,225074.52,115908.3,60125.36,45090.21
937,294280.03,224807.19,116012.13,59261.605,45127.113
938,295143.12,224874.16,116090.44,59260.523,45156.434
939,295191.25,225675.64,116182.04,59277.426,45168.56
940,297048.9,224221.14,116157.04,60191.914,45112.25
941,297994.62,225247.06,116169.2,60205.68,45091.582
942,298054.2,225767.45,116052.766,60197.69,45922.285
943,298131.94,226424.28,115934.74,59249.246,46778.19
944,299182.06,226578.89,115863.29,58342.496,46762.273
945,293987.8,224709.44,115867.39,59047.098,44921.832
946,294431.75,224983.95,116053.06,59283.332,45161.895
947,294395.2,225029.61,116122.234,59313.188,45181.918
948,295270.88,224576.38,116138.055,59307.38,45176.44
949,297095.25,224502.61,116182.48,59262.156,45155.176
950,297982.5,224401.19,116180.65,60219.957,45089.137
951,298091.94,224981.28,116130.37,60239.133,45974.0
952,298991.53,226711.2,115975.8,59277.05,45898.777
953,298165.75,226562.58,115904.74,58356.01,46783.02
954,299431.1,226297.2,115853.336,58383.434,47724.22
955,298511.84,226372.61,115712.586,56633.668,46860.824
956,298419.25,225379.84,115629.85,56668.746,46004.594
957,295655.25,224701.86,115828.41,60818.797,44838.934
958,294385.53,225070.94,116095.65,59307.555,45192.824
959,295387.47,224696.0,116185.53,59341.277,45201.387
960,297146.97,225455.95,116219.586,59321.82,45182.848
961,298239.28,224495.44,116203.95,60252.58,45100.363
962,298248.9,225944.5,116139.21,59315.36,45984.47
963,298407.53,226662.5,116033.61,59310.25,45920.75
964,299352.06,226561.27,115905.78,58400.016,46802.918
965,299414.06,226220.98,115824.38,56615.055,46841.656
966,298494.4,226440.69,115743.15,56668.066,46882.5
967,299314.28,225398.33,115549.84,56691.32,46017.453
968,298499.2,226057.19,117322.99,56672.55,46959.293
969,295299.53,225533.73,115447.734,59822.125,45391.527
970,294303.66,225316.1,115743.984,59282.54,45102.22
971,294326.9,225013.8,116007.375,59289.88,46090.496
972,294321.53,224971.06,116107.055,59362.883,45208.996
973,295368.47,225012.06,116199.02,59354.094,45202.402
974,297206.44,224495.06,116277.68,60272.895,45194.17
975,298193.47,225238.69,116265.6,60280.117,45121.746
976,298306.44,225193.14,116196.47,60286.387,46008.93
977,298480.12,226517.72,116008.32,59345.27,46863.32
978,299478.5,226599.39,115959.414,58449.613,47750.87
979,299411.34,226408.06,115918.45,56662.33,46848.02
980,298536.0,225386.72,115693.6,56725.914,46051.094
981,297219.7,226873.61,116207.14,58869.85,45465.59
982,294284.6,226463.67,114677.305,58437.85,45128.316
983,294304.8,225345.81,115842.055,59318.992,45151.39
984,293375.62,224410.67,116018.41,59334.21,46111.098
985,294437.22,225166.58,116142.086,59380.1,45210.207
986,295426.34,224855.25,116305.43,59405.984,45255.61
987,297132.34,224921.53,116307.164,59404.176,45238.176
988,298234.12,224357.69,116277.35,60333.504,45166.242
989,298373.3,225917.02,116203.72,59398.633,46005.33
990,298419.2,226849.48,116060.83,59370.68,46878.363
991,299400.56,226448.95,115993.234,58482.832,46846.92
992,298565.88,226402.86,115872.414,56713.047,46978.52
993,298594.12,226382.27,116548.03,58614.527,44993.03
994,295458.72,225395.12,115413.86,58414.87,44908.754
995,294488.9,226662.44,115574.93,58486.145,45052.355
996,293439.4,226675.16,114725.47,58482.03,45112.355
997,293361.78,226410.62,115701.5,58454.223,45144.28
998,294421.5,225491.84,115958.6,59355.75,46090.457
999,294577.0,225215.7,116110.41,58440.645,46136.68
1000,294751.38,225017.88,116249.72,58475.324,45259.668
1001,295575.12,225905.05,116330.44,59431.41,45275.87
1002,297427.06,224507.2,116330.36,60348.023,45221.39
1003,297505.12,225239.06,116262.18,59449.22,46061.082
1004,298551.75,226813.7,116138.75,59415.81,46905.875
1005,295454.38,226623.55,115601.055,58467.117,45056.77
1006,294656.38,226814.48,115642.15,58493.734,45121.902
1007,293608.25,226503.28,115651.84,58485.555,45119.0
1008,293643.5,226517.75,114761.8,58465.133,45157.23
