Index,Body of Size Rank 1 Area,Body of Size Rank 2 Area,Body of Size Rank 3 Area,Body of Size Rank 4 Area,Body of Size Rank 5 Area
1009,294490.8,226665.33,116662.57,58443.277,45158.387
1010,293558.56,226315.33,116765.5,59361.89,45143.703
1011,294651.84,225444.9,115979.14,59376.805,46102.453
1012,293678.47,225327.22,116098.2,60311.844,46127.703
1013,294660.1,225123.58,116145.46,59405.266,45201.742
1014,294644.16,225271.86,116261.91,58512.83,45275.723
1015,294601.22,225081.12,116306.1,59451.145,45267.05
1016,295489.03,224987.08,116323.67,58520.45,45271.246
1017,295499.1,225747.3,116376.81,58508.875,45253.67
1018,297507.97,224676.94,116368.77,60354.082,45236.58
1019,298488.3,224610.4,116367.22,59455.906,45210.355
1020,298528.7,225235.84,116311.38,60367.297,46045.73
1021,298685.28,226112.08,116271.3,59449.945,46059.367
1022,298653.44,226844.39,116203.28,59456.848,46023.07
1023,298758.38,225856.2,116099.31,59472.5,46951.023
1024,299773.06,226679.98,116083.68,59492.68,46917.906
1025,299869.62,226591.42,116008.64,57627.84,46942.066
1026,298814.03,226672.31,115934.57,56782.285,46065.195
1027,298683.75,225464.55,115961.266,56795.926,46089.32
1028,296068.4,224888.16,116086.98,58222.266,44957.543
1029,294597.5,225478.44,116315.89,58519.746,45262.86
1030,294663.66,224980.58,116424.1,58551.867,45293.996
1031,295492.34,225971.62,116409.57,59465.438,45296.793
1032,296436.22,225922.27,116435.32,59460.52,45277.723
1033,297522.5,224712.6,116436.94,59468.75,45256.836
1034,297557.2,224481.23,116407.81,59491.516,46144.9
1035,298630.0,226258.84,116337.59,59498.03,46100.957
1036,298615.66,226005.16,116288.53,59476.805,46029.957
1037,298727.56,226862.16,117073.94,59472.867,46953.07
1038,299758.0,226796.39,117100.23,59490.566,46946.78
1039,299910.12,226547.53,116148.55,58596.473,47879.58
1040,296125.12,227297.84,116491.914,59155.14,44860.426
1041,293680.12,226771.05,114838.13,58534.74,45206.453
1042,294592.66,226489.14,114884.82,58551.332,45219.42
1043,294647.88,226761.42,116902.27,59438.184,45227.434
1044,294739.56,225519.08,116069.43,59450.195,45248.72
1045,294838.56,225542.78,116198.25,59456.73,46215.793
1046,294818.84,225564.42,116330.91,58562.55,46237.684
1047,294882.56,225167.47,116402.164,58605.227,45333.562
1048,295856.1,225195.62,116436.05,58587.953,45340.42
1049,297626.3,225000.94,116493.875,59505.184,45324.645
1050,297700.78,224663.72,116487.14,59544.13,45269.47
1051,297673.1,224516.53,116462.14,59558.8,46193.06
1052,298614.16,224862.6,116412.016,60343.168,45187.004
1053,297748.06,224792.48,116511.6,59523.297,45342.242
1054,298736.38,224536.97,116480.15,59559.945,46190.664
1055,298792.75,225297.53,116406.41,59565.24,46151.125
1056,298795.25,226850.62,116327.99,59543.59,46105.582
1057,298958.84,226794.19,116224.336,59573.35,47026.426
1058,299960.1,226780.27,116178.63,58643.656,46980.777
1059,299025.34,226479.2,116126.52,56810.21,46109.453
1060,299908.78,225773.47,115918.41,56873.727,46193.113
1061,298948.0,225685.42,115761.266,56857.004,46227.46
1062,299000.28,225540.75,117610.96,56851.52,47147.83
1063,299006.1,227625.92,116651.26,56767.49,47228.785
1064,299093.75,226283.38,116187.586,59340.652,46747.543
1065,297755.1,224762.12,116570.516,59558.586,45314.137
1066,298722.1,224596.16,116489.91,59592.02,46211.176
1067,298937.3,226144.8,116410.34,59585.637,46159.91
1068,299010.2,225936.66,116220.805,59581.89,47015.066
1069,299094.03,226902.39,116207.53,57738.074,47027.92
1070,299103.1,226605.98,116113.164,56817.938,46135.797
1071,299992.75,225597.6,115989.13,56904.074,46226.1
1072,299050.44,225856.3,115765.23,56858.31,46221.062
1073,298970.72,226438.66,117651.305,56851.934,47195.89
1074,300055.25,227518.61,116693.336,57724.37,47244.867
1075,298187.34,226964.9,114855.34,58584.293,47281.875
1076,296844.47,225586.89,116042.305,59227.195,46563.156
1077,294988.62,225415.08,116494.25,58652.324,45373.41
1078,295892.66,225293.27,116571.41,58645.023,45386.98
1079,297863.38,224827.92,116584.56,59590.508,45345.977
1080,297883.3,224734.33,116582.61,59634.07,46243.445
1081,299005.03,225367.27,116515.24,59621.766,46236.258
1082,299152.56,226786.97,116332.57,58674.203,47072.086
1083,300157.3,226943.78,116313.27,59668.824,47073.332
1084,299294.5,226899.69,116219.766,56835.043,47080.234
1085,299211.03,225635.14,116044.875,56920.98,46231.41
1086,300110.8,225821.42,114946.2,56943.273,46284.285
1087,299201.22,226595.98,117715.17,56880.484,47257.133
1088,298468.47,226882.25,116415.305,60002.18,45445.18
1089,294138.84,227201.75,115004.0,58666.36,45299.098
1090,294006.12,226713.45,117015.836,58598.68,45340.22
1091,295096.06,226629.83,116251.91,59577.35,46268.617
1092,294105.7,226733.86,116398.57,58635.586,46303.793
1093,295189.84,225288.14,116524.62,58700.777,45391.65
1094,295112.9,225276.2,116611.21,58697.996,45436.043
1095,296930.8,225225.08,116624.81,58680.96,45440.387
1096,297999.0,224709.58,116619.46,59672.047,45370.63
1097,298064.75,224751.53,116622.08,59680.95,46275.688
1098,299182.0,227129.12,116490.0,59669.168,46192.062
1099,299126.38,226940.22,115439.79,59683.11,47121.848
1100,294237.0,225433.6,116537.92,58681.02,45371.383
1101,295179.16,225376.58,116548.07,58704.246,45389.73
1102,295231.62,225420.53,116545.02,58676.43,45383.43
1103,296189.62,225304.06,116591.83,58696.16,45420.63
1104,296235.1,226129.03,116638.98,58724.742,45430.273
1105,298126.34,225239.98,116671.125,59662.31,45435.25
1106,298052.28,225044.9,116667.08,59688.312,45386.332
1107,297093.38,224910.88,116639.39,59682.65,45361.18
1108,298997.66,224774.25,116597.555,59686.17,46269.984
1109,299063.8,226196.34,116535.32,59667.516,46196.24
1110,299080.44,227236.08,116524.91,59693.31,46230.68
1111,294890.62,227497.1,116128.95,59447.023,46130.16
1112,295159.88,226692.9,117193.13,59602.156,45337.934
1113,295188.88,227620.17,116364.234,59606.45,46299.508
1114,295288.1,225621.6,116467.125,58654.65,46333.703
1115,295238.6,225562.66,116544.61,58714.066,45417.035
1116,295265.8,225500.86,116622.34,58742.062,45461.33
1117,296156.53,225418.25,116631.836,58720.883,45439.836
1118,296132.53,225109.8,116682.445,58727.6,45485.176
1119,297174.4,225113.84,116686.34,59685.188,45410.637
1120,297123.8,225109.05,116674.22,59713.094,45390.05
1121,299147.28,224606.0,116671.68,59742.125,46311.812
1122,299191.16,225664.05,116616.97,59721.902,46279.05
1123,295926.66,226211.05,116485.44,58575.664,45269.113
1124,296204.44,225030.95,116703.74,58753.59,45457.848
1125,297232.06,225186.42,116720.27,59741.7,45418.76
1126,297319.22,224806.48,116719.55,59755.637,46346.316
1127,299344.75,224529.27,116668.81,59757.297,46325.87
1128,299340.62,227499.55,116620.84,59744.848,46250.414
1129,300235.03,227078.12,116547.17,59724.277,47167.13
1130,299292.7,226993.67,116450.8,59763.375,47177.945
1131,298437.03,227303.34,116469.63,58828.74,47156.07
1132,298497.8,226955.19,116359.97,56944.31,46249.062
1133,299473.62,226014.92,116260.6,57010.83,46331.99
1134,300455.5,226155.66,116147.305,57017.324,46333.383
1135,296815.47,225841.36,116527.125,59544.074,46080.523
1136,296340.62,225335.66,116763.08,58798.098,45480.1
1137,298190.16,225405.17,116755.09,59753.39,45444.555
1138,298254.28,224710.17,116757.945,59776.254,46356.906
1139,299285.5,224761.4,116749.805,59786.85,46356.97
1140,299346.12,227435.2,116636.78,59792.258,46280.812
1141,299542.03,226928.19,116483.555,59795.72,47187.035
1142,298693.28,227264.33,116434.445,59795.676,47179.58
1143,299602.3,225850.33,116304.75,57038.39,46349.695
1144,300472.97,225859.98,116138.47,57052.36,46376.562
1145,299523.2,226006.83,116946.3,57032.61,47346.473
1146,299561.47,227938.28,116926.83,56899.707,47412.734
1147,299951.66,226646.11,116452.15,59567.156,46954.492
1148,297473.9,225075.14,116797.79,59810.504,46387.26
1149,299463.0,224747.05,116761.97,59827.855,46387.88
1150,299589.5,227380.02,116678.78,59800.52,46333.258
1151,299655.03,226395.03,116504.59,59797.715,47228.297
1152,298660.62,227107.34,116481.5,58858.84,46239.094
1153,299624.25,225916.62,116381.05,57978.38,46350.92
1154,300501.25,226212.25,116137.14,57068.742,46415.727
1155,299611.03,225892.42,116957.42,57025.266,47364.695
1156,299672.2,227960.98,116927.7,56976.953,47420.6
1157,300678.53,227161.45,115055.17,57849.52,47465.746
1158,295950.5,226141.17,115060.46,58773.23,47477.188
1159,300258.28,228410.2,117238.05,59567.043,46980.105
1160,299543.25,227489.83,116689.31,59828.168,46356.76
1161,299632.75,226198.69,116566.18,59850.613,47264.31
1162,299710.2,227211.02,116486.62,58934.523,46306.043
1163,299702.16,226171.89,116394.75,57054.535,46379.938
1164,300586.1,226004.95,116179.41,57077.164,46413.344
1165,299702.03,226885.61,117018.04,57066.504,47413.766
1166,299644.34,228042.97,116982.67,56988.703,47449.8
1167,299674.5,227077.81,115116.75,58827.055,47485.41
1168,295901.5,226365.72,115103.29,59760.676,47503.914
1169,295986.47,224715.0,117010.48,58842.87,45664.344
1170,296938.3,223862.08,116121.664,59888.445,45808.387
1171,300628.16,229355.83,117272.43,59673.04,46607.406
1172,297607.62,226096.92,115933.39,57842.055,45208.668
1173,295611.6,226251.64,116074.18,58819.21,45339.496
1174,294528.94,227427.39,116135.375,58823.35,45417.28
1175,295371.22,227061.89,116228.96,58798.406,45467.914
1176,295297.72,227138.23,117328.69,59751.57,45484.223
1177,295495.53,227218.27,116527.33,59752.33,46466.836
1178,295596.5,225795.72,116706.914,58871.105,46499.445
1179,295639.62,225746.39,116826.32,58888.113,45569.836
1180,297615.66,225685.83,116890.03,58881.46,45585.74
1181,297637.28,225152.9,116906.016,59890.168,45509.33
1182,299613.28,224851.83,116848.55,59902.863,46426.746
1183,296615.34,226354.56,117480.266,59263.926,45757.21
1184,298551.1,226047.25,114916.734,57898.066,46127.418
1185,297575.8,226445.55,116075.55,58829.49,45326.92
1186,294644.25,227388.02,116172.83,58858.477,45431.94
1187,295637.03,227224.44,115304.43,58858.207,45471.43
1188,295454.47,227320.39,117429.38,59790.81,45514.562
1189,295494.78,227009.58,116643.49,58837.254,46499.89
1190,295531.1,225772.81,116824.516,58912.234,45573.656
1191,296548.34,226637.88,116918.445,58920.65,45618.305
1192,297593.16,225253.8,116923.72,59910.977,45546.92
1193,299654.56,224804.53,116864.08,59912.96,46446.594
1194,300950.7,227567.56,116678.64,58948.7,47344.684
1195,296735.44,226474.33,116899.46,59843.785,45596.47
1196,296747.25,225554.9,116943.03,58944.61,45624.37
1197,298555.7,225376.31,116938.26,59869.33,45630.625
1198,299648.12,225192.72,116943.13,59881.4,45528.637
1199,297644.62,225270.06,116941.66,59948.293,46502.316
1200,299603.72,224886.38,116903.586,59956.52,46470.555
1201,299678.56,225672.67,116916.46,59942.043,46464.17
1202,299754.78,227656.3,116818.89,59917.79,46384.113
1203,300792.12,227240.78,115739.84,59921.707,47322.535
1204,299804.06,227401.66,116718.516,59953.188,47329.73
1205,298991.4,227370.16,116626.19,59004.324,47393.2
1206,298433.97,225152.55,116791.89,59746.348,45315.887
1207,297622.94,225581.05,116990.445,59906.793,45642.85
1208,297732.47,225216.17,116993.12,59960.125,45551.62
1209,298705.28,225124.75,116975.73,59959.19,46525.625
1210,299812.97,226747.17,116890.61,59938.87,46455.53
1211,299766.1,227723.0,116806.26,58964.984,47367.64
1212,300799.38,227385.17,116779.0,58994.773,47376.324
1213,299979.84,227384.05,116707.28,59052.258,47349.895
1214,300026.72,227311.25,116676.57,59062.555,45410.707
1215,300121.97,226216.69,116528.88,58089.902,46446.445
1216,301122.03,226460.55,115449.88,57180.53,46521.082
1217,300197.84,226217.31,116272.414,57181.438,46535.95
1218,299461.03,227514.22,116878.516,60304.36,45745.21
1219,294667.38,227701.78,115359.85,58964.188,45533.773
1220,295626.16,227292.4,116326.195,58866.33,45521.324
1221,296676.4,227493.06,117510.89,59865.324,45569.48
1222,295812.78,227430.16,117632.484,59874.645,46559.38
1223,294965.9,227865.84,116805.28,58969.086,46590.27
1224,296005.2,226059.94,116905.734,58987.023,46598.434
1225,296055.88,225957.6,116953.07,58998.953,45646.355
1226,296906.6,225484.42,117038.625,59982.707,45662.78
1227,297858.75,225502.12,117076.38,60018.035,45607.227
1228,298884.9,225220.47,117030.7,60026.957,46550.656
1229,299959.9,226748.56,116956.47,60017.684,46522.777
1230,295529.4,226125.23,116926.44,59592.75,45212.66
1231,295001.56,227512.86,116357.67,58952.875,45525.285
1232,295034.8,227461.8,115406.875,58959.93,45554.68
1233,295684.2,227682.97,117420.86,58939.742,45605.87
1234,295612.25,227317.27,117610.2,59900.355,45612.625
1235,295691.84,228045.6,116811.08,58962.465,46607.7
1236,295791.9,226162.38,116927.59,59007.918,46620.63
1237,294953.75,225739.02,117063.555,59037.875,45665.94
1238,296984.12,225849.25,117068.56,59022.785,45714.246
1239,299103.3,225684.66,117147.09,60024.44,45750.176
1240,298177.62,225175.45,117102.2,60057.145,46573.816
1241,300040.84,225067.75,117064.94,60057.688,46565.984
1242,295607.94,228035.88,117062.234,59639.04,45253.887
1243,295061.88,227422.83,115412.82,58970.11,45535.94
1244,294914.53,227568.9,116471.85,58939.344,45599.945
1245,295787.56,227411.6,117631.016,59924.754,45617.047
1246,295900.53,227306.17,117749.04,59933.074,46591.97
1247,296028.8,226147.02,116961.53,59011.984,46648.254
1248,295979.38,226037.12,117075.31,59047.613,45701.84
1249,296919.88,225697.45,117122.26,59040.562,45768.066
1250,298852.72,225633.56,117113.15,60032.285,45658.703
1251,297899.72,225333.75,117108.445,60052.74,46573.375
1252,300093.28,226777.22,117002.5,60059.4,46548.883
1253,301232.34,227757.86,116937.92,59095.367,47489.445
1254,296588.0,228037.95,117253.01,59731.79,45396.316
1255,295909.94,227531.12,116508.695,58979.98,45621.77
1256,296833.88,227617.1,117615.11,59955.25,45640.816
1257,296014.53,227197.17,116830.63,59006.566,46635.16
1258,296054.66,226168.52,116968.21,59037.543,46664.234
1259,296096.28,225944.2,117051.98,59053.785,45703.344
1260,298019.53,225654.03,117151.4,60035.914,45782.484
1261,298157.75,225615.36,117265.79,60082.22,45675.96
1262,300224.97,225395.88,117094.914,60076.62,46589.285
1263,300201.06,227795.28,117011.945,60105.24,46556.188
1264,301151.16,227782.95,115957.016,60106.457,47514.844
1265,300292.22,227707.98,116875.69,59190.324,45530.145
1266,294681.7,227741.72,116792.95,59746.785,46409.508
1267,297097.9,227298.17,116997.914,59074.5,46706.105
1268,296238.25,226131.72,117118.25,59107.51,45736.14
1269,297143.8,225706.45,117144.21,59127.105,45731.44
1270,298135.44,225619.11,117183.92,60234.312,46647.17
1271,300158.47,225309.4,117130.055,60124.848,46633.242
1272,300170.84,227842.17,117013.35,59136.14,46538.254
1273,299396.84,227691.98,116902.555,60135.754,47490.4
1274,299500.28,227442.52,116841.64,59183.727,46526.5
1275,301531.0,226438.88,116639.05,57307.227,46639.676
1276,300588.8,226457.34,116498.27,57307.53,46647.707
1277,300483.56,228409.84,117418.41,57202.56,47710.96
1278,298734.66,228805.23,117205.94,60562.38,46775.227
1279,294887.2,227703.7,117712.74,60007.1,45686.008
1280,295939.12,228190.36,116921.9,59048.043,46675.527
1281,296065.6,226161.83,117111.12,59125.684,46730.816
1282,297050.06,226019.84,117218.79,59153.688,45815.2
1283,298223.22,225568.75,117215.05,60144.402,45706.996
1284,298313.75,225418.08,117232.266,60155.645,46673.52
1285,300377.12,228057.64,117113.055,60162.297,46617.508
1286,300479.25,226651.97,117003.08,60178.29,47541.77
1287,300558.62,227692.6,116917.28,59239.973,46556.055
1288,299650.06,226613.03,116762.49,57306.438,46664.176
1289,300580.97,226464.83,115591.5,57343.54,46769.105
1290,298024.8,228415.92,116199.64,60503.902,47674.13
1291,296030.0,227764.83,117688.58,60010.348,45699.535
1292,296148.22,227553.97,117835.77,60051.594,46667.504
1293,296178.94,227357.95,116895.81,60044.98,46684.855
1294,295141.88,228249.98,117076.37,59139.77,46735.043
1295,295260.75,226105.27,117193.52,59156.867,46765.758
1296,297261.28,225931.73,117268.71,59161.723,45861.42
1297,298404.75,225697.7,117320.91,60169.457,46349.605
1298,298343.12,225717.97,117274.46,60170.51,45710.695
1299,300337.5,225321.39,117244.47,60202.55,46704.516
1300,300430.75,227112.98,117196.8,60196.613,46666.684
1301,295944.84,227446.23,116363.125,59836.727,45419.61
1302,295308.72,227723.78,115633.84,59109.88,45715.5
1303,296227.6,227849.34,117715.71,59070.86,45717.434
1304,296355.8,227464.9,117897.766,60080.152,46721.33
1305,296422.28,228386.92,117017.984,59120.41,46745.043
1306,295499.78,227298.14,117136.375,59144.285,46738.24
1307,297468.47,226130.05,117261.08,59175.484,45861.76
1308,297367.9,225781.11,117319.24,60168.062,45908.812
1309,298378.1,225661.47,117276.336,60218.93,46731.176
1310,300430.28,225391.52,117277.68,60239.46,46724.82
1311,300633.56,228118.8,117211.15,60223.957,46643.8
1312,300703.97,227917.95,117023.484,60224.625,47564.504
1313,297828.28,227881.62,116735.02,59722.465,46229.19
1314,296416.03,228226.28,117085.84,59165.695,46772.383
1315,296462.0,226396.72,117238.06,59197.1,46807.33
1316,296413.0,226177.62,117303.78,59215.91,45872.176
1317,298387.4,225788.12,117362.49,60215.117,45909.98
1318,298530.78,225820.64,117348.82,60247.934,46761.48
1319,300667.8,225341.75,117319.88,60267.01,46738.617
1320,300808.88,228196.92,117208.99,59252.152,46686.29
1321,301905.16,227161.66,117084.016,60245.754,47625.406
1322,299907.84,227700.86,117028.37,59323.54,45652.547
1323,300882.28,227805.48,117030.0,58344.902,46689.41
1324,301728.0,226705.11,116869.73,58354.098,46730.113
1325,298335.44,228056.88,117502.98,60731.42,46308.984
1326,295362.8,228044.27,116711.56,59146.348,45770.703
1327,296379.22,227731.16,117983.41,60142.69,46776.973
1328,296513.16,228405.64,117103.16,59189.133,46796.242
1329,295592.9,226260.27,117283.766,59231.363,46817.516
1330,296549.12,227104.02,117375.71,59229.434,45878.008
1331,297522.3,225901.78,117410.1,60253.324,45907.613
1332,300552.62,225748.11,117381.94,60286.543,46775.203
1333,300727.5,225409.9,117347.95,60286.535,46733.12
1334,300658.06,228127.27,117239.43,59274.156,46695.27
1335,300791.1,227071.86,117160.9,60301.438,47660.047
1336,299908.66,227871.14,117104.2,59332.65,46637.742
1337,295728.4,227408.55,117313.7,59786.17,45314.285
1338,295486.66,228048.42,116698.24,59209.21,45728.02
1339,296322.66,227789.52,116742.59,59148.49,45755.082
1340,296364.84,227879.28,117988.164,60167.043,45792.836
1341,296552.9,228594.88,117140.17,59205.94,46841.402
1342,296765.4,226352.05,117340.266,59260.047,45907.7
1343,297708.66,226077.98,117411.63,59264.633,45973.156
1344,298646.84,225877.5,117398.53,60303.688,45817.574
1345,300784.62,225377.61,117390.15,60326.72,46793.207
1346,300803.8,228195.03,117315.445,60325.97,46769.348
1347,300945.4,228119.88,117208.37,60342.65,47687.395
1348,299971.25,227923.73,117137.84,59376.855,46687.926
1349,297343.22,226165.8,117187.516,60040.324,45722.67
1350,296775.12,226333.73,117398.695,59304.918,45921.605
1351,297760.1,225977.72,117470.336,60295.16,45956.69
1352,298804.34,225795.5,117453.75,60337.625,46818.445
1353,300894.75,228185.86,117327.78,60319.234,46764.785
1354,300924.3,227017.5,117205.914,60360.69,47718.863
1355,300118.6,227997.62,117086.52,58402.277,46752.926
1356,302084.4,226957.55,116947.92,57471.855,46827.64
1357,301079.8,226789.47,116691.07,57434.67,47847.35
1358,301103.78,228868.19,116659.14,58358.08,47933.97
1359,299138.6,227104.2,115735.85,59280.746,47963.234
1360,297352.8,225542.8,116754.14,59343.51,47067.37
1361,301129.1,228699.31,117800.68,60030.43,47301.703
1362,300811.2,225713.19,117490.734,60386.41,46862.13
1363,301044.44,228376.81,117402.72,60381.258,46798.43
1364,300314.72,228180.6,117249.25,60405.6,47740.582
1365,301421.97,227831.11,117158.805,59458.246,46803.85
1366,301292.28,227091.61,116965.805,57494.49,46869.47
1367,301293.53,226935.77,116752.14,57483.32,47903.52
1368,301224.53,228754.66,117741.15,57443.34,47952.633
1369,302168.5,228267.28,115742.44,59319.137,47974.95
1370,299142.72,225378.52,116748.68,60315.773,46002.52
1371,297219.12,225541.4,117774.836,59362.56,47090.92
1372,298322.75,225942.72,116831.81,59438.504,46218.46
1373,303300.3,231222.66,118923.586,62963.227,48743.668
1374,298882.66,225920.6,117578.02,60395.594,45888.793
1375,300926.2,225697.22,117541.22,60437.125,46903.082
1376,302012.1,228307.12,117429.51,59418.957,46815.36
1377,300199.5,228211.67,117293.31,59445.22,47759.0
1378,301277.53,227131.34,117190.05,58506.25,46847.023
1379,302291.7,227037.33,115939.3,57537.21,46889.76
1380,302266.72,228884.73,116780.41,57487.484,47955.41
1381,302252.1,229064.52,116747.65,58402.285,48009.734
1382,299382.6,225272.27,116754.195,60347.387,47060.48
1383,297372.97,225706.8,117828.23,59421.81,46166.133
1384,298437.78,224937.28,116838.94,59476.066,46279.508
1385,296891.44,228196.17,116968.78,59305.66,45923.67
1386,296908.06,228098.0,118105.28,60324.047,45929.562
1387,297887.12,227931.2,118133.195,60307.38,45938.7
1388,296962.06,228018.98,118231.62,60317.348,46925.324
1389,296026.66,228824.66,117396.234,59377.58,46957.39
1390,297136.03,228747.1,117460.8,59404.63,46995.1
1391,296122.53,227626.53,117550.17,59411.906,46957.477
1392,297114.44,226422.06,117605.06,59410.75,46012.633
1393,299148.5,226204.33,117655.9,60426.418,46069.156
1394,299180.25,226143.98,117648.375,60468.973,46958.2
1395,300285.44,225964.56,117624.516,60484.48,46950.277
1396,295975.28,228474.27,117304.32,60234.49,46837.332
1397,298091.97,228870.11,117376.53,59373.848,46989.44
1398,297079.0,227671.27,117446.81,59382.668,47005.457
1399,296088.62,226579.05,117575.21,59430.043,46106.35
1400,297240.25,225488.47,117634.25,59453.05,46128.152
1401,299244.53,226052.98,117646.46,60444.82,45942.63
1402,299243.75,226076.4,117675.016,60498.574,46980.02
1403,301194.12,225918.17,117615.01,60519.227,46956.28
1404,301257.47,227614.94,117568.96,60504.492,46918.42
1405,302995.3,227503.12,117530.89,59503.562,46897.523
1406,300350.6,228367.84,117383.41,59520.125,47833.535
1407,300537.12,228176.89,117365.266,59555.633,45843.723
1408,300127.53,226039.17,117541.94,60348.547,46803.395
1409,299330.03,226165.52,117702.82,60501.824,47121.066
1410,301285.7,225772.56,117676.11,60514.824,46963.9
1411,301288.53,226744.61,117588.24,60479.387,46918.89
1412,302399.62,228520.98,117497.43,59513.152,46876.477
1413,300458.78,228222.75,117414.74,60535.22,47844.57
1414,300485.38,228371.62,117350.18,59558.33,46877.895
1415,300453.97,227139.19,117241.76,58564.938,46913.156
1416,302395.75,226996.05,116086.37,58622.777,46964.812
1417,301424.84,227188.4,115984.72,57617.27,47984.63
1418,301404.3,229048.02,117865.98,57522.79,48092.51
1419,302459.2,229277.0,116843.805,58460.688,48079.418
1420,301706.12,229959.81,117127.266,60128.29,47360.207
1421,299109.8,226138.5,117697.125,60503.293,45985.64
1422,300281.44,226119.39,117663.18,60525.645,46971.227
1423,301422.94,226640.94,117610.76,60529.84,46946.895
1424,302581.06,228312.77,117553.22,59527.75,47901.96
1425,300650.47,228397.27,117440.45,60542.023,47873.62
1426,300756.28,228261.38,117356.18,59593.645,46921.652
1427,300756.28,227086.22,117260.336,58570.254,46972.004
1428,302534.7,227147.23,114999.44,57619.383,46974.273
1429,303559.0,227138.78,115946.01,57626.35,48029.76
1430,301654.38,229057.9,116874.805,58508.906,48088.332
1431,300826.12,228576.72,115914.61,66143.445,48130.723
1432,300201.62,231128.03,116804.3,68558.23,48166.887
1433,296209.56,234941.03,117491.79,59458.64,47053.156
1434,297415.1,226998.23,117620.19,59513.508,47066.59
1435,298338.97,226522.69,117695.1,59486.934,46102.07
1436,299340.72,226282.55,117752.29,60561.145,46165.55
1437,299333.12,226159.17,117768.766,60561.664,47036.227
1438,301466.34,226702.84,117675.016,60564.48,47025.41
1439,302669.78,228522.48,117573.06,59552.844,47945.953
1440,300764.12,228403.84,117493.88,59595.67,47911.254
1441,300794.4,228314.05,117388.195,59631.242,46967.047
1442,301811.72,227231.48,117260.195,58620.5,47003.164
1443,302650.9,227247.11,116077.016,57675.555,47021.586
1444,302482.7,228634.61,117485.25,60460.934,47749.78
1445,301675.97,227661.06,117661.73,60582.707,46987.152
1446,301790.7,227564.48,117533.13,60596.703,47937.605
1447,300844.0,228291.02,117484.89,59639.91,45917.16
1448,301810.62,227318.8,117337.4,58673.668,47035.754
1449,302804.38,227339.03,116170.69,57675.758,47051.758
1450,302659.7,227151.42,115999.91,57636.723,48043.734
1451,301618.1,229437.61,117995.62,57582.9,48145.863
1452,301663.9,228417.81,115963.82,58549.836,48176.96
1453,299842.6,225702.0,117025.12,60516.152,47198.496
1454,297899.47,226032.3,118068.055,59559.65,47296.86
1455,298991.56,226107.9,117096.56,59632.133,46400.426
1456,302851.12,229799.97,119624.62,61581.035,48177.555
1457,299548.3,226370.2,117858.01,60653.805,47100.383
1458,302002.5,226218.23,117985.414,60801.332,47196.027
1459,302677.38,229274.25,118194.34,59975.89,47343.938
1460,302660.7,229837.53,118439.836,61330.746,48579.75
1461,303572.25,230270.98,118758.06,60620.465,47867.836
1462,305261.1,229522.06,118810.51,58669.582,48120.867
1463,305555.9,229701.05,117680.77,58739.145,49297.324
1464,305597.66,231745.53,119827.77,58638.734,49389.258
1465,303289.97,229864.6,117585.31,60757.297,49427.246
1466,301831.47,228615.77,118473.12,61661.977,48186.195
1467,300165.28,227294.98,118132.83,60365.375,46999.918
1468,304465.34,230771.69,119495.1,60491.125,48812.426
1469,300979.22,226329.62,117969.164,60786.184,47184.555
1470,301585.8,227454.06,117604.22,60536.664,46947.17
1471,302509.53,227378.19,116385.73,60509.008,47851.16
1472,301597.72,227057.27,117289.086,59554.38,46885.703
1473,302494.28,226905.22,117148.69,57592.13,46957.11
1474,301452.7,227064.22,115913.81,57583.37,47965.69
1475,301551.28,229069.92,116843.57,58512.383,48042.348
1476,299493.66,228252.4,115859.45,59418.957,48076.535
1477,297688.94,225809.03,116881.875,59446.312,47171.742
1478,298784.12,225992.12,116961.945,59493.043,46290.918
1479,296801.25,225043.05,115922.75,60569.125,46372.773
1480,297139.22,226452.73,117626.13,59403.85,46059.45
1481,297205.2,226325.98,117640.78,60454.21,46101.25
1482,299204.8,226377.64,117719.49,60505.887,46149.79
1483,299312.06,226094.17,117708.49,60550.168,46978.863
1484,301382.5,225985.12,117679.945,60539.117,46968.773
1485,301406.56,226643.95,117623.79,60532.117,46952.15
1486,302388.94,228507.22,117548.71,59517.984,46886.87
1487,302455.44,227466.52,116469.95,60536.242,47896.79
1488,301532.38,228271.5,117423.97,59599.875,45887.516
1489,300684.8,228224.81,117334.83,59573.08,46890.375
1490,301661.16,227161.62,117130.86,57578.395,46964.855
1491,303367.34,230704.88,117973.89,60990.84,48389.49
1492,301442.75,225823.73,117669.51,60547.82,46985.04
1493,301471.88,227641.47,117592.375,60554.83,46948.18
1494,302434.1,228494.23,117488.305,60537.418,47878.234
1495,301368.97,228075.75,118402.02,59538.785,46823.375
1496,301471.03,228238.4,117360.87,59584.29,45879.65
1497,300425.97,227118.56,117241.73,58586.66,46945.176
1498,301523.4,226966.62,116113.61,57623.71,46954.61
1499,301519.9,227140.02,116959.75,57594.453,47981.383
1500,302588.47,228999.42,116903.19,57569.402,48013.23
1501,301614.4,229086.64,117821.45,57523.477,48043.31
1502,300602.25,228375.0,115851.61,59466.51,48123.996
1503,301753.25,229768.84,117672.26,59991.934,48210.59
1504,297216.75,226597.78,117707.84,59494.72,46139.277
1505,298235.62,226441.16,117738.34,60520.555,46146.336
